A,B,C,D
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",one that''s been in F1 </u><u> F has he been in F1 for years? </u><u> well h he he he was in it a few years back and he won it </u><u> oh okay,right,that''s er </u><u> and then he left and he did er rallying </u><u> oh maybe that''s that''s it </u><u> and now he''s come back this year </u><u> then </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",his late thirties </u><u> right </u><u> Cos he would''ve started F1 when he was twenty-four or something like that </u><u> mm </u><u> and then he went,right,through till he was thirty-four and then went away for a couple of years </u><u> uh </u><u> the strange thing I thought is he
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",Alright it looks like a giraffe </u><u> does look like a giraffe </u><u> it looks like a piece of bread </u><u> it''s nice bread just the,right,amount of crispiness </u><u> it is nice bread yeah </u><u> mm </u><u> huh ah </u><u> mm </u><u> thank you </u><u> mm mm </u><u> that''s amazing
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",a patient </u><u> killed a doctor </u><u> yeah </u><u> but actually he didn''t yeah </u><u> yeah </u><u> that''s that''s what that was about,right,okay hitchcock </u><u> that''s the one yeah yeah </u><u> vertigo
"Discussing|Explaining,babies",my goodness you''re dripping you''re soaking wet you''ll get catch a cold like that did you enjoy that? did you?,right,we''ll have to take this off now tut you look so cute </u><u> are her trousers wet as well? </u><u> only a little bit they''ll be alright with
"Discussing|Explaining,babies",gonna just </u><u> it must be you know? her her ears are gonna be a lot more sensitive than ours </u><u> yeah they are they''re at their peak,right,now I''m just gonna </u><u> yeah well not after all that noise today they''re not </u><u> mm </u><u> can you turn that thing off now? with the </u><u> she''s
"Discussing|Explaining,babies",card to get back in too? </u><u> oh </u><u> </u><u> yeah think so </u><u> otherwise we''ll have to press all the buttons,right,what do we need? </u><u> </u><u> did you check the onions? </u><u> mm? </u><u> did you check onions? </u><u> onions? yeah we got two I said </u><u> oh </u><u> she''s got a
"Discussing|Explaining|Complaining|Anecdote telling|Making arrangements|Telling jokes,Experiences, Celebrities, Work, Other family members, Living arrangements, Internet, Other people, university.",dribble and it''s really hot and it''ll go stronger if you put it round down to the cold but yeah it''s </u><u> and when the pressure is,right,it''s freezing cold </u><u> yeah it''s fucking minging but he''s got it sorted now cos </unclea> but if if they are power
"Discussing|Explaining|Complaining|Anecdote telling|Making arrangements|Telling jokes,Experiences, Celebrities, Work, Other family members, Living arrangements, Internet, Other people, university.",know where the hi where the hippies go? </u><u> ah we saw the police and that? </u><u> yeah you know that thing over there? </u><u> yeah </u><u> like on the,right,that woodland bit? </u><u> yeah </u><u> well they''ve been demonstrating for fucking weeks ain''t they cos they want to knock it down and
"Discussing|Explaining|Complaining|Anecdote telling|Making arrangements|Telling jokes,Experiences, Celebrities, Work, Other family members, Living arrangements, Internet, Other people, university.",like another an another like another half </u><u> you''ll have to hide under the bed </u><u> yeah fucking </u><u> but I know but I''m well within my,rights,to be there </u><u> R Kelly it in the closet </u><u> as far as he knows as far as he knows I don''t he never actually </unclea> like
"Discussing|Explaining|Complaining|Anecdote telling|Making arrangements|Telling jokes,Experiences, Celebrities, Work, Other family members, Living arrangements, Internet, Other people, university.",in the back and all </u><u> mm </u><u> on a summer''s day </u><u> I need to start my tablets soon </u><u> tablets? </u><u> hay fever tablets </u><u> mm </u><u> my mate back home,right,he''s a fucking moron like cri cos erm one of my cricket boys from back home said ah pre-season drinks next weekend and I put
"Discussing|Explaining|Inquiring|Complaining|Advising|Inviting|Announcing|Anecdote telling|Making arrangements,Local area, organizing plans to London, history, housing, money, pubs, holidays.",<u> but why don''t you buy it dad? </u><u> with what? </u><u> I dunno </u><u> </unclea> I should think </u><u> oh </u><u> exactly oh </u><u> you''d have to strip it,right,back and have to </unclea> </u><u> </unclea> </u><u> the only pubs I go into dad are nice country pubs </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Inviting|Announcing|Anecdote telling|Making arrangements,Local area, organizing plans to London, history, housing, money, pubs, holidays.",the one for to and not the one from </u><u> oh I see </u><u> so actually it can be either side is the,right,station side </u><u> where can you buy your ticket this side? </u><u> you can''t </u><u> you can''t you have to go the other </u><u> I think no I
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",chestnuts are always right </u><u> always hmm oh </u><u> they''re always awesome </u><u> controversial </u><u> I think they''re always,right,they''re great </u><u> my penis is always right but it doesn''t mean I have it for roast dinner </u><u> my mouth''s watering just
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",hmm oh </u><u> they''re always awesome </u><u> controversial </u><u> I think they''re always right they''re great </u><u> my penis is always,right,but it doesn''t mean I have it for roast dinner </u><u> my mouth''s watering just thinking about them </u><u> what my penis? </u><u> oh my God
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",had been it that one would have been good </u><u> what? </u><u> did you not hear what said? </u><u> no </u><u> oh </u><u> you said chestnuts are always,right,and I said my penis is always right but that doesn''t mean </u><u> oh God </u><u> Nice thanks for that </u><u> so I know which
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",good </u><u> what? </u><u> did you not hear what said? </u><u> no </u><u> oh </u><u> you said chestnuts are always right and I said my penis is always,right,but that doesn''t mean </u><u> oh God </u><u> Nice thanks for that </u><u> so I know which way you dress then </u><u> </u>
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",that do you know </unclea> </u><u> as in a tailor will ask you which way do you dress sir? </u><u> really? </u><u> to the,right,? </u><u> no they wouldn''t </u><u> okay they might have done dec in decades past </u><u> not unless you''ve got very tight trousers </u><u> </u>
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",older? Oh yes they''re </unclea> </u><u> I can''t remember I''ve lost track of what what age my my eldest cousin is but,right,eh well into his forties </u><u> right it''s not really the same thing </u><u> no </u><u> well given that your parents are pretty old
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",focus around marriage should be marriage is for creating a stable environment in which to bring up children,right,so infertile couples shouldn''t be allowed to get married then </u><u> </u><u> fuck off and die you bigot sorry
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",all conversations return quickly to Catholicism </u><u> but another comment today that I loved was </unclea> so,right,so the Catholic Church hasn''t in the last ten years been so mobilised about an individual issue it''s a pity
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",you can''t have that so a flat tyre it''s run down </u><u> it looks ok it needs work but </u><u> it''s got a flat tyre and its parked,right,up against the house in the main storage area </u><u> as in it''s actually touching our house </u><u> and yeah and
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",and it also talks about how he first met Hugh Laurie he went to eh Selwyn or somewhere no person in their,right,mind would go </u><u> eh </u><u> fuck off Mr Fry and die in a hole </u><u> </u><u> preferably with one of my knives stuck between your ribs </u><u> oh
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",not actually a mac </u><u> no? </u><u> perhaps she is </u><u> eh it''s close enough </u><u> it''s quite close but it''s not close enough </u><u> it''s the,right,side of the Tyne </u><u> but it''s so wrong </u><u> </u><u> you don''t need </unclea> </u><u> what have you been
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",that''s </u><u> should have had the foresight to have leave </u><u> can you just take unpaid leave? </u><u> mm not really,right,erm do you want me to take the washing seeing as you did the cooking and then I''ll </unclea> </u><u> I''ll
"Discussing|Explaining|Advising,Art",knew how to do it that was quite easy actually </u><u> yeah? </u><u> that''s cos we''ve bought all the cutters and everything </u><u> La,right,and your these little ones here dad </u><u> let me get you a better knife than that cos that''s a butter knife that''ll that''ll snap </u>
"Discussing|Explaining|Advising,Art",if they want their thirty percent they would the higher the price the more the money they get don''t they? </u><u> yeah </u><u> you were,right,this is much easier with a knife mum </u><u> yeah? </u><u> yeah yeah say </u><u> it''s true isn''t it? </u><u> yeah yeah I think if
"Discussing|Explaining|Advising,Art",yeah </u><u> well there''s maybe some embroidery I don''t know </u><u> well it''s textiles yeah </u><u> look at that cos it''s coming,right,off the page look </u><u> yeah but how many hours? </u><u> I know that''s why we we''re selling that for five five-ninety </u><u> do you know what I
"Discussing|Explaining|Advising,Art",man-made stuff in you know well well anyway that''s what </u><u> well they do blend together yeah you''re,right,yeah </u><u> yeah yeah yeah </u><u> yeah the camel one doesn''t does it? </u><u> no no the camel doesn''t go the camel only
"Discussing|Explaining|Advising,Art",no well it''s not the moon is it? </u><u> no </u><u> oh I don''t know </u><u> copper well it''s not copper either is it? </u><u> there,right,no fluff you can''t see any pieces of fluff now? </u><u> er no there''s no fluff </u><u> oh it''s beautiful </u><u> it is
"Discussing|Explaining|Advising,Art",minute </u><u> are they having their tea in here? </u><u> er I don''t know about in here dad''s making it,right,now are we happy? That way </u><u> yeah </u><u> yeah? </u><u> mm mm </u><u> you''re happy? </u><u> hampi happy Hampi </u><u> I''ll just call it Hampi
"Discussing|Explaining|Advising,Art",And they''ll look it up on the internet and go oh that''s why it''s called Hampi There you go,right,please no dust ah perfect is that perfect? Is that alright? </u><u> yep that
"Discussing|Explaining|Inquiring|Complaining|Advising|Announcing|Anecdote telling|Making arrangements|Telling jokes,Food, weekend, work, English counties and places, Halloween parties, future 5-year plans.",bag in it </u><u> I have not put another tea bag in this time I promise oh no it looks okay in the light </u><u> what? </u><u> it looks the,right,colour in the light </u><u> what? </u><u> it looks the right colour in the light </u><u> does it? </u><u> doesn''t look too wrong oh apparently
"Discussing|Explaining|Inquiring|Complaining|Advising|Announcing|Anecdote telling|Making arrangements|Telling jokes,Food, weekend, work, English counties and places, Halloween parties, future 5-year plans.",time I promise oh no it looks okay in the light </u><u> what? </u><u> it looks the right colour in the light </u><u> what? </u><u> it looks the,right,colour in the light </u><u> does it? </u><u> doesn''t look too wrong oh apparently it''s Thanksgiving in Canada today </u><u> it is I
"Discussing|Explaining|Inquiring|Complaining|Advising|Announcing|Anecdote telling|Making arrangements|Telling jokes,Food, weekend, work, English counties and places, Halloween parties, future 5-year plans.",n''t out with like and the rest of the group she wasn''t they were all out watching the rugby </u><u> is that,right,? I never really got invited </u><u> yeah they''ve been invited like weeks ago </u><u> awkward </u><u> and then something like on a random Sunday
"Discussing|Explaining|Inquiring|Complaining|Advising|Announcing|Anecdote telling|Making arrangements|Telling jokes,Food, weekend, work, English counties and places, Halloween parties, future 5-year plans.",they kind of like looked like I was in the wrong place and it''s like </u><u> </u><u> no I was in first </u><u> I''ve got every,right,to be here </u><u> just because I''m single and alone </u><u> </u><u> doesn''t mean I can''t sit on
"Discussing|Explaining|Inquiring|Complaining|Advising|Announcing|Anecdote telling|Making arrangements|Telling jokes,Food, weekend, work, English counties and places, Halloween parties, future 5-year plans.",go away </u><u> I want to have a wedding day I don''t want to be looking after my baby on my wedding day </u><u> no okay you''re,right,no no </u><u> you have to get married first </u><u> I need to get married first oh god </u><u> that means you and
"Discussing|Explaining|Inquiring|Complaining|Advising|Announcing|Anecdote telling|Making arrangements|Telling jokes,Food, weekend, work, English counties and places, Halloween parties, future 5-year plans.",I''m pretty sure you can </u><u> oh I don''t know </u><u> I just don''t know </u><u> you''re,right,Kent can''t be that big </u><u> well there''s also there''s Devon Cornwall what else is down
"Discussing|Explaining|Inquiring|Complaining|Inviting|Anecdote telling|Making arrangements,Food, habits, friends, relationships.",it and make money out of it it''s just a bit like mm convenient </u><u> cos like cos I was I I saw that book after I sort of went it was,right,at the front I didn''t really notice it </u><u> mm </u><u> and then I saw I looked at the book section and like it was like book of the week To
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",I''m there for six hours on next Wednesday </u><u> oh </u><u> you see </u><u> how do you like your coffee? </u><u> just that''s lovely thank you </u><u> is that about,right,? </u><u> yeah however </u><u> you don''t have the two-grain one? </u><u> no no no no that''s lovely but it''s just a stack of stuff to try and catch up
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",erm it you get sucked along by him you see </u><u> yeah </u><u> if you if you your fue y you use less fuel but he''s got to know you''re,right,stuck up the b well it''s illegal anyway isn''t it? </u><u> it''s a stupid thing to do </u><u> it''s daft </u><u> it''s so illegal isn''t it? </u><u> yeah and he
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",a bit elastic </u><u> yeah </u><u> but erm that''s safe and it''s comfortable just to </u><u> yeah </u><u> yeah </u><u> but </u><u> but they </u><u> do you know what they did to get it,right,for my lads? cos I thought we''re gonna get this spot on right so no one could ever say anything I put two marks on
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",just to </u><u> yeah </u><u> yeah </u><u> but </u><u> but they </u><u> do you know what they did to get it right for my lads? cos I thought we''re gonna get this spot on,right,so no one could ever say anything I put two marks on the windscreen little marks on the windscreen </u>
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",into the left </u><u> and they go off yeah you there''s there''s no end of problems </u><u> yeah </u><u> and the poor old farmer across who''s who''s,right,on the corner </u><u> mm mm mm </u><u> mm </u><u> yeah </u><u> yeah they''re really silly but it''s mo mostly youngsters unfortunately cos </u><u> mm </u>
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",? you erm </u><u> oh </u><u> er </u><u> yeah </u><u> well I''m not sure on that one </u><u> </u><u> yeah </u><u> oh shocking </u><u> or that is,right,isn''t it? mm mm </u><u> you''re not sure? </u><u> </u><u> I thought you believed in god </u><u> </u><u> yeah well it depends
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> whatever they want </u><u> yeah but but it''s easy for us to say that now but at the time </u><u> it is cos the </u><u> they thought they were doing the,right,thing </u><u> did they? well </u><u> yeah </u><u> no they believed they were </u><u> didn''t they? yeah </u><u> doing the right thing </u><u> well </u><u> they just want to </u><u> yeah </u>
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> they thought they were doing the right thing </u><u> did they? well </u><u> yeah </u><u> no they believed they were </u><u> didn''t they? yeah </u><u> doing the,right,thing </u><u> well </u><u> they just want to </u><u> yeah </u><u> influence whatever religion they were teaching at the time </u><u> yeah </u><u> onto innocent people </u>
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",of </u><u> it was a bit more was it? I can''t </unclea> </u><u> cos twenty pound is okay </u><u> and I was there I was there when there was a,right,old hoo-ha I used to be on the committee you see </u><u> mm </u><u> oh my word they were screaming at each other the two girls her and erm it
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",to </u><u> yeah </u><u> so er only got one one window I think and the bell will hang see by having a piece of timber coming up here I can make a a,right,angle have a shelf bracket or something to hang I''ve got b put the bit big bell in </u><u> yeah are you? </u><u> and I''ve got a ano a really big
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",other day and h he''s done it </u><u> oh </u><u> as well and </u><u> yeah and he took his tops of his </u><u> you think oh right </u><u> fingers off </u><u> </u><u> you know,right,yeah </u><u> they''re all like </u><u> so do you think do you think that''ll work? you know please help </u><u> yeah </u><u> save our tower? top
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",got the shape exact </u><u> oh right </u><u> but I from the photograph off the internet </u><u> oh yeah right </u><u> and that so I''ve got the proportions,right,those proportions are right cos they''re measured onto the photograph </u><u> right </u><u> someone took </u><u> really? </u><u> erm
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",photograph off the internet </u><u> oh yeah right </u><u> and that so I''ve got the proportions right those proportions are,right,cos they''re measured onto the photograph </u><u> right </u><u> someone took </u><u> really? </u><u> erm and </u><u> so what''s going to work your
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",? cos it''s gonna be pushing against it anyway isn''t it? </u><u> that''s it </u><u> that would be better </u><u> yeah </u><u> then to drop </u><u> yeah </u><u> but put the,right,put put do one like that doesn''t matter jus just break off a corner off on the outside so then it will just sit in won''t it? </u>
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",just put the dashes from a er er of the same font </u><u> yeah </u><u> sat them on the circle and the there was well honestly two one they went,right,over the top of each other </u><u> oh right </u><u> and I thought wow it''s worked you see </u><u> yeah </u><u> but then instead of on my new programme the
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",he got a pump connected to it and the bottom one collected waste the top one had clean water in it he had taps running,right,round and the big sign at the top saying </u><u> oh </u><u> and now you''ve visited the animals wash your hands sort of thing </u><u> yeah </u><u> wrapped
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",round and the big sign at the top saying </u><u> oh </u><u> and now you''ve visited the animals wash your hands sort of thing </u><u> yeah </u><u> wrapped,right,round oh no that was underneath he''d made made basins out of cutting that tube stuff </u><u> yeah </u><u> that black stuff </u>
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",checking your bells it''s you stand there and you think </u><u> yeah </u><u> you''ve got four bells and you and you have I got the,right,two for the piece of music? er and I </unclea> see and then you''re looking up </u><u> mm </u><u> and then you still go like that </u>
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",you go like that and then when you put them up here ready to ring you''re still going like that and making sure you''ve got the,right,bell </u><u> they yeah </u><u> where does it say that? </u><u> I''ve put here check your bells don''t keep doing it </u><u> that''s a good job you spelt that
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> yeah </u><u> I just load them back in </u><u> mm? </u><u> yeah </u><u> oh they moved your post to do that? </u><u> yeah </u><u> yeah </u><u> we got the erm </u><u> that wire </u><u> yeah it''s all up,right,? </u><u> mm </u><u> that''s all done </u><u> mm </u><u> and then when we went away last time about a month ago wasn''t it now? </u><u> mm where were your posts? inside
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",hoping that doesn''t open it up to changing times or anything </u><u> no I wondered if they''re set now </u><u> mm </u><u> I mean they''ve got to be set,right,? I guess they could get a different class </u><u> did say as well within the first like few weeks you can change your
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",quid so </u><u> mm </u><u> she knows the difference </u><u> so she needs to keep working </u><u> was that after tax that then? </u><u> I think so </u><u> yeah sounds about,right,if she got about a grand </u><u> yeah and she''s not full time but she keeps doing all this full time hours </u><u> my mum''s on that contract </u>
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",on with it </u><u> yeah </u><u> they''re there to be asked questions you can stand around and they''ll ask you a question </u><u> yeah yeah is this,right,is that right </u><u> yeah and you can point them in the right direction </u><u> and then you can do a little bit of teaching in that to that
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",you can stand around and they''ll ask you a question </u><u> yeah yeah is this right is that right </u><u> yeah and you can point them in the,right,direction </u><u> and then you can do a little bit of teaching in that to that small group </u><u> yeah </u><u> of why it is wrong and and </u><u> yeah and
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",? </u><u> I know yeah but what other word would you use instead of that? I mean you when you''re like oh I really isn''t want isn''t the,right,word you don''t actually want it </u><u> no </u><u> but you''re </u><u> you have a craving for it yeah </u><u> you crave it yeah I fancy is a crave isn''t it
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",that you are meant to get together </u><u> mm </u><u> and it''s a bit strange cos you''re a bit like wh why oh girls are horrible that can''t be,right,you''re like having a bit of a rebellion and </u><u> it does become more you go through a stage in late primary school I
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",</unclea> this is do you need to rinse these as well or are they okay? </u><u> I think they''re fine </u><u> now I''ve put that,right,near to the cloth it''s not the easiest of stains </u><u> is it not? </u><u> the burn it''s quite big </u><u> got a good amount of space at
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",differently </u><u> sorry I made a mess </u><u> mess everywhere </u><u> there really is </u><u> where does that go? </u><u> yeah this doesn''t look like the,right,colour </u><u> no </u><u> do you have a Oxo cube? </u><u> yeah yeah yeah </u><u> I can make it a bit darker with a bit of beef stock </u><u> yeah it''s in
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",cube? </u><u> yeah yeah yeah </u><u> I can make it a bit darker with a bit of beef stock </u><u> yeah it''s in there </u><u> in where? </u><u> in there cupboard on the,right,side </u><u> oh I see </u><u> they''re not permanent places here they''re just somewhere there </u><u> yeah yeah </u><u> cor that one''s got a chill in it has
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",the other beer should be cold now shouldn''t it? </u><u> oh yeah I didn''t put it in the freezer did I? </u><u> it''s been in the fridge though,right,? I''ve turned this thing off though clearly </u><u> it''s still bubbling </u><u> it''s this electric </u><u> yeah </u><u> it </u><u> it''s kind of like storage
"Discussing|Explaining|Anecdote telling,ANON’s school filming trip, warm enough at night, ANON’s hurting leg, going to the gym, running machines, doughnuts",<u> yes </u><u> would you like to go to the toilet? </u><u> no </u><u> </u><u> something and also if the joint in my leg is a hurting,right,here </u><u> it''s clean </u><u> by your ankle </u><u> no not by my ankle </u><u> where then? </u><u> where you bend your where you bend your leg </u><u> what your knee? </u><u> no
"Discussing|Explaining|Anecdote telling,ANON’s school filming trip, warm enough at night, ANON’s hurting leg, going to the gym, running machines, doughnuts",n''t really have that much time to </u><u> you didn''t have much time have have a look at it </u><u> shall I read it here? </u><u> not now,right,does anybody want a yum yum as well? </u><u> please can I get down? </u><u> oh me </u><u> you can half of one this morning </u><u> wait can you please put one
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",<u> because like h I was rereading The Sign of the Four cos I''ve read that one before and like I was reading that and I was like,right,so this man </u><u> you mean when the person who''s saying right this is what happened but you''re going back? </u><u> yeah
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",one before and like I was reading that and I was like right so this man </u><u> you mean when the person who''s saying,right,this is what happened but you''re going back? </u><u> yeah and then Sherlock Holmes is like oh how
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",something and he said how do you know that? and he was saying oh because of the way you''ve shaved you couldn''t see your face,right,cos the light was shining on that side and </u><u> yeah </u><u> stuff like it is good the way he figures it out isn''t it? </u><u> yeah </u><u> not that you
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",I thought we were always on the there but presu </u><u> we are on the </u><u> no on this map,right,oh this is taking us a different this is taking us
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",way? </u><u> because I''ve just looked through the directions </u><u> yeah </u><u> and what it''s gonna tell us to do,right,so it''s gonna say stay on the </u><u> yeah </u><u> and then </u><u> to the end? </u><u> and then we''re gonna go onto the
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",<u> right shall I turn this other satnav off? </u><u> you may as well it doesn''t seem to working,right,does it? </u><u> yeah right we''re off we should be there in seventeen minutes </u><u> really? is it on
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",I don''t know if my volume is up this phone it''s near the silver button below it on the,right,erm </u><u> oh right yeah it''s up loud </u><u> just about had enough fuel to get here be about ten
