A,B,C,D
"Discussing,Sports, music",which I thought were alright and I listened to the entire album like </u><u> shit </u><u> oh </u><u> yeah it''s the same it''s the same as all the rest,right,? </u><u> do you know who I think''s really good at the moment? </unclea> Ed Sheeran''s new album it''s brilliant it''s
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",much </u><u> but you do it do it makes you evaluate your own life </u><u> I felt a bit </unclea> </u><u> with an ex? </u><u> you''re not doing it,right,? </u><u> never do do I ever can do anything right as far as you''re concerned well </u><u> stop it </u><u> </u><u> I''m
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,food",</unclea> </u><u> </unclea> telltale sign </u><u> yeah </u><u> you must have had odd requests </unclea>,right,? </u><u> erm yeah vegans </u><u> </u><u> you serve vegans? </u><u> dunno what that''s about </u><u> ever see the come Dine With Me
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,food",''s er </u><u> apparently so </u><u> that''s classic crazy </u><u> </u><u> your erm trainers have to be facing south,right,? </u><u> mm </u><u> with the old </unclea> </u><u> well they all face the same way yeah </u><u> mm </u><u> south as in down or south as in on a
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,food",</unclea> need to get </unclea> </u><u> </unclea> </u><u> did you do the London marathon,right,? </u><u> yeah four times actually </u><u> like now </u><u> four did you do it four times? </u><u> like it''s crazy business now to get into it </u><u>
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,food",</unclea> </u><u> </u><u> wherever they is </u><u> should have probably dressed up,right,? </u><u> </u><u> okay are we not are we not doing the accents </unclea> ? </u><u> if you can do an Italian without it
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,food",a bit more Baileys anyone else want a drink while I''m up? </u><u> it''s easy </u><u> as long as it''s only yes and no,right,? </u><u> </u><u> darling I''ll have champagne </u><u> </u><u> oh </u><u> very </unclea> very good yeah great character
"Discussing|Explaining|Inquiring,Dog, food, hostel, vets, agricultural shows, signwriting, texting, Facebook, parking at the pub, moving house, hoarding",cup of tea yep yep yep yep yep </u><u> mm </u><u> wasn''t it? we''d better get moving now right we''ll move the stuff now and then it took ages,right,? and when he came to twenty-four </u><u> mm </u><u> it''s nothing like laying carpets down for us first no it all was shoved in one room </u>
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",down </u><u> cos I thought then people will go </u><u> </unclea> point yeah that makes sense </u><u> like that </u><u> I will allow you </u><u> is that,right,? </u><u> I''ll allow it </u><u> it is right isn''t it? okay so that''s er right I''m gonna do
"Discussing|Explaining|Advising|Anecdote telling|Making arrangements,Food and drink, leisure activities, engineering, news, phones, celebrities, relationships, money",and um and she yeah and t so she she realised that she''d built like a little bit of a Facebooky sort of relationship,right,? </u><u> em mm </u><u> and then it got to the point where like when they started going through a little bit of difficulty he was
"Discussing|Explaining|Inquiring|Complaining|Advising|Announcing|Anecdote telling,Music, school, Jobs, Maths and English, Spanish (language futures) Past years, Food tech, homework",it into slices </u><u> </u><u> and put it in the oven it''s not really that hard </u><u> our omelette was a disaster it was,right,? cos we were waiting for our dinner </u><u> yeah she was like </u><u> she just mixed it around and she was like </u><u> oh my god </u><u> this is
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,Household matters",France the majority of France''s electricity and we buy some of their electricity over here is from nuclear </u><u> mm </u><u> is that,right,? </u><u> mm yeah it''s practical </u><u> mm </u><u> but we don''t we don''t want it do we? </u><u> we do </u><u> well it''s there are some nuclear plants in
"Discussing|Explaining|Enquiring|Complaining|Advising|Requesting|Announcing|Anecdote telling|Telling jokes,Online Shopping, Technology, Work, Television",erm do you remember Babar the Elephant? I had stories about him </u><u> mm </u><u> well well he was an elephant,right,? and he wore a little crown </u><u> I''m not as old as I''m not as old as you </u><u> you''re literally like fucking three months
"Discussing|Explaining|Inquiring|Advising,Writing a job application (for a media post), work, job interviews",oh you''ve gotta um it could be something like they''re making a radio drama to um talk about health issues,right,? But the radio drama''s going to be the vehicle to kind of inform people but they could then perhaps film one of
"Discussing|Explaining|Inquiring|Anecdote telling,school, tennis, football, tennis coaching, referendum, apprenticeships and future plans, investing in a business",those </u><u> you can be confident when you got and play in a singles match </u><u> I was gonna bet you that I''ll get full marks,right,? </u><u> </u><u> I </u><u> </unclea> I thought you were about to say how much are you gonna bet me? </u><u> that I''ll beat
"Discussing|Explaining|Inquiring|Anecdote telling,school, tennis, football, tennis coaching, referendum, apprenticeships and future plans, investing in a business",biggest difference </unclea> </u><u> I know but like like </u><u> but you you </u><u> was </u><u> hang on y take that back a step,right,? you look at today </u><u> yeah </u><u> and you look at erm is twice the player of
"Discussing|Explaining|Inquiring|Complaining|Requesting|Announcing|Anecdote telling|Making arrangements|Apologizing,Bitching about girls, work, the English language, cleaning, procrastinating.",are really weird things aren''t they? just fondling my own mouth </u><u> they''re very strong </u><u> yeah but then haven''t you noticed,right,? you know if you like I I don''t eat tongue but you know like if you touch your tongue or if you you the concept of eating
"Discussing|Explaining|Complaining|Anecdote telling|Telling jokes,Going out, university, food and drink",mm mm mm oh my gosh </unclea> pen pals with your friend I see your little friend came </u><u> yeah </u><u> it was her birthday,right,? it was good yeah? </u><u> yeah what did we do? </u><u> er what did? how did? how are you gonna say that? </u><u> oh oh what
"Discussing|Explaining|Inquiring|Complaining,Sports, uni, work, bands",would you call dad if you know what I mean? </unclea> </u><u> my fucking real dad added me on Facebook six months ago,right,? </u><u> yeah you don''t wanna know? </u><u> so when I were fourteen and I didn''t get along with my stepdad is that hard to smoke or is it
"Discussing|Explaining|Inquiring|Complaining,Sports, uni, work, bands",''m at uni </u><u> one of them people that </u><u> and he''s added me on Facebook and I''m like you fucking prick </u><u> yeah </u><u> I''m twenty-two years old,right,? </u><u> now you want to know </unclea> </u><u> and now you want to fucking know me twenty-two fucking years later
"Discussing|Explaining|Inquiring|Complaining,Sports, uni, work, bands",as far as I can tell </unclea> </u><u> yeah yeah but it''s not thi this is what really annoys me though,right,? like people and I do it myself like I put things on Facebook and the reason I put a lot of things on Facebook about how
"Discussing|Explaining|Inquiring|Anecdote telling,Languages, GCSE course choices, mobile phones, fond memories of Dads/Granddads, books/films/TV.",then from that saying </u><u> yeah </u><u> oh I think I''ll cast myself as this </u><u> exactly </u><u> but do you think that''s the only reason he bought the,rights,? because </u><u> he wants to see himself as a six foot </u><u> he wasn''t being asked to do it? </u><u> marine </u><u> mm </u><u> yeah quite possibly </u><u> and you you''d
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Telling jokes,Drinks, movies, card-games, rhyming, TV shows, music, Sex, STDs, school teachers, ethics/philosophy, school prom, movies, virginity,",<u> can we see? </u><u> grey and white </u><u> and a bit of silver </u><u> </u><u> grey and white </u><u> jeez </u><u> ? </u><u> huh </u><u> that''s it </u><u> skip,right,? </u><u> no </u><u> oh no never have I ever </u><u> I never never have I ever </u><u> never have I ever stared at someone
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Telling jokes,Drinks, movies, card-games, rhyming, TV shows, music, Sex, STDs, school teachers, ethics/philosophy, school prom, movies, virginity,",your one you pick that why don''t you pick? your </u><u> it''s cos there''s so many exceptions,right,? </u><u> or situation ethics </u><u> yeah yeah </u><u> no but situa the is too generic </u><u> no no just sh sh top stop </u><u> I like weak
"Discussing|Explaining|Inquiring|Complaining|Advising|Telling jokes,University, work, Christmas, friends, family, food, children, dating.",''m good </u><u> yeah erm </u><u> I can see it in your eyes </u><u> erm </u><u> you know the at ''s?,right,? okay </u><u> no I don''t know who is </u><u> is a boy or a girl? </u><u> </u><u> da da </u><u>
"Discussing|Explaining|Complaining|Advising|Making arrangements,Wildlife, justice system/police, supermarket prices, money/banking, climate/weather, mobile phone providers, pets, customer service, complaints, health, making plans, family",one was </u><u> mm </u><u> paid in arrears or not </u><u> but you need to speak to somebody </u><u> mm </u><u> as well and say look you know is this,right,? </u><u> yeah get the information before </u><u> yes </u><u> talking to anybody </u><u> it''s def it''s definitely right cos they
"Discussing|Explaining|Complaining|Making arrangements,Football, application form, problem children, baby birds in nest, cockerel, birthdays, 3D printing, houses, shabby workmanship, not sleeping",into school making certain they''ve got their planner making certain they''ve got a pen got a pencil they''ve got a ruler,right,? you don''t you shouldn''t have to do that but that''s what happened from the second from the second week in the head says I''m
"Discussing|Explaining|Making arrangements,Shopping, public relations, music",</u><u> oh </u><u> basically on the payroll of the CIA and er you know fabricated the whole thing but the power''s done,right,? I mean </u><u> yeah yeah yeah </u><u> and as they''re saying you know like now you can see it going on in Syria and Ira and Iran as well they
"Discussing|Explaining|Complaining|Advising|Inviting|Anecdote telling|Making arrangements|Telling jokes,University, going out, food, dreams, TV shows, pregnancy, relationships with parents, future, travelling, foreign languages, studying, literature,",me and then came </u><u> oh okay </u><u> thankfully yeah and then I don''t know what her na wait who''s the black girl,right,? </u><u> I don''t know </u><u> I''m sure that''s her name and then you know that girl she hasn''t been to class in a long time but she
"Discussing|Explaining|Complaining|Advising|Inviting|Anecdote telling|Making arrangements|Telling jokes,University, going out, food, dreams, TV shows, pregnancy, relationships with parents, future, travelling, foreign languages, studying, literature,",still alive actually Heathcliff marries Heathcliff marries Catherine''s husband''s sister,right,? I don''t know what the man''s name is let''s call let''s say erm Heathcliff marries Thrushcross''s sister </u><u> why?
"Discussing|Explaining|Complaining|Advising|Inviting|Anecdote telling|Making arrangements|Telling jokes,University, going out, food, dreams, TV shows, pregnancy, relationships with parents, future, travelling, foreign languages, studying, literature,",Thrushcross''s sister </u><u> why? why? </u><u> because he wants to take control over Thrushcross Grange,right,? so if he has a kid by her if he''s married into the family he will get control of this place yeah? </u><u> but ain''t that weird like
"Discussing|Explaining|Complaining|Advising|Inviting|Anecdote telling|Making arrangements|Telling jokes,University, going out, food, dreams, TV shows, pregnancy, relationships with parents, future, travelling, foreign languages, studying, literature,",''s always sick so and and Heathcliff doesn''t like him so he treats him badly he makes his son marry Catherine''s daughter,right,? </u><u> okay </u><u> and then he makes Catherine and the son stay at Wuthering Heights like they''re prisoners there but I mean they can
"Discussing|Explaining|Complaining|Advising|Inviting|Anecdote telling|Making arrangements|Telling jokes,University, going out, food, dreams, TV shows, pregnancy, relationships with parents, future, travelling, foreign languages, studying, literature,",Bronte sister that people forget </u><u> erm Charlotte Emma Emily Anne </u><u> no what''s the other one? </u><u> how many did I say,right,? </u><u> Charlotte is the one who wrote Jane Eyre Emily Bronte wrote Wuthering Heights </u><u> oh Anne </u><u> Anne Bronte wrote Agnes Grey </u><u> yay </u>
"Discussing,Work, accents, injuries",h he could never understand that that it was say and another thing he used to say to me as well </u><u> mm </u><u> em are you,right,? And I would say what does he mean by that are you right? </u><u> it means are you health are you healthy? </u><u> and it means are you ready?
"Discussing,Work, accents, injuries",and another thing he used to say to me as well </u><u> mm </u><u> em are you right? And I would say what does he mean by that are you,right,? </u><u> it means are you health are you healthy? </u><u> and it means are you ready? Are you ready no no no it means are you
"Discussing,Work, accents, injuries",are </u><u> and he will still say it to me now if we if he''s </u><u> yeah </u><u> waiting for me to go out somewhere </u><u> yeah </u><u> em he''ll often say to me are you,right,? And I know what it means now obviously cos we''ve been married twenty-five year </u><u> yeah yeah Yeah
"Discussing,Fitness & appearance, travel, reading, careers & volunteering, friendships & relationships, men & women, exercise & health, directions, televisions, finding a parking spot.",I was in that job for three four years something like that and </u><u> mm mm </u><u> in my final year they painted over to the,right,? </u><u> er </u><u> they painted over the oh shit bus lane </u><u> oh this is only for bus and taxis sorry </unclea> </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling,School, tv, work, finances, friends, food, university",an argument? </u><u> what do you get when you multiply five by </unclea> </u><u> absolute Nazi </u><u> do you know what,right,? no she was at school right in primary school we ended up having an argument with because we were talking
"Discussing|Explaining|Anecdote telling,Gyms, travel, weather, music, kids’ camp",you are </u><u> ah yes thank you right hat comes off very unnecessary </u><u> am I going,right,? Yeah I am </u><u> right at the end </u><u> going right then left </unclea> </u><u> no no left </u><u> so um I hear you have brownies
"Discussing|Explaining|Inquiring|Complaining|Advising|Apologizing,Music, mobile phone apps, writing, media, food, films, restaurants, sport, money, weather, cars, buying a house, health and illness",night in? </u><u> yeah it was cool </u><u> Good </u><u> it was cool </u><u> erm er Sport Relief did really well </u><u> forty million or something,right,? </u><u> forty-five </u><u> forty-five </u><u> really well </u><u> Dan said </u><u> really really well </u><u> </u><u> really really </u><u> really well </u><u> really really </u>
"Discussing|Complaining|Anecdote telling,Wildlife, history, computer software, cars",they yeah </u><u> but she was saying was saying she was thinking of getting a chicken some more chickens,right,? </u><u> mm </u><u> and she wanted to get some of these er rescue chickens from </u><u> oh right from </u><u> oh </u><u> and er I forget how much it is it
"Discussing|Complaining|Anecdote telling,Wildlife, history, computer software, cars",<u> oh dear </u><u> hmm </u><u> hmm </u><u> and he went spare and his wife had to hold him down </u><u> oh </u><u> and me and carried on walking,right,? So that was the end </u><u> what are you teaching ? </u><u> that was the end of that </u><u> mm yeah </u><u> so I s I had to pick up a magazine on the
"Discussing|Explaining|Inquiring|Complaining|Requesting|Announcing|Anecdote telling,A film we just watched (10 things I hate about you), School, future trip to London",? </u><u> in my glass? </u><u> probably cos there''s apple juice in that glass wasn''t there? </u><u> yeah </u><u> basically we were saying this in maths,right,? was saying how girls are so much better at English than the boys </u><u> that''s true </u><u> and there''s only
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",you took if they wanted to remind y you that it''s an option you can take they would want you to have it in front of you on a card,right,? </u><u> but as you say i it says ac you know spend and action spend and action doesn''t say that </u><u> but it it''s an action to equip
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",all your things in the lab </u><u> and do you die out if you''ve got no more fallens? what do you do? </u><u> yeah </u><u> yeah </u><u> yeah </u><u> same principle,right,? I really wanna be gung-ho and be a soldier </u><u> well I''ve just I''ve just looked on on here for things and somebody er a couple of
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",Faust </u><u> yes no isn''t it a good film genuinely though </u><u> yeah it''s amazing </u><u> mm mm </u><u> </unclea> </u><u> you know the spelling,right,? </u><u> Montezuma juice mountain oh I dunno that''s not right is it? </u><u> the juice juice mountain </u><u> the juice mountain </u><u> the Jews
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",<u> I don''t think she is </u><u> I don''t think she''s that powerful </u><u> I don''t think she''s that good </u><u> well look how powerful Jackie is,right,? she can do this the quarantine thing she''s got the relationships and she''s got </u><u> two relationships with two play no with
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",then we are </u><u> there it is </u><u> we are cos we don''t have basically the the p the power of the scientist is to cure all of the diseases,right,? but we''ve got we don''t have to cure the virus </u><u> no no mm? </u><u> you don''t have to cure the virus </u><u> you can''t cure it you can''t cure </u><u> so
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",like maybe some clarity on that but </u><u> right I''m just gonna try and not go there really isn''t it? and then Jakarta''s on five,right,? so that means discard one more card two </u><u> two </u><u> in total of the city''s </u><u> city''s colour </u><u> colour </u><u> to drive </unclea>
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",to Jakarta </u><u> that''s fair </u><u> you''ve gotta discard two reds to get in there </u><u> and then what about getting out? you can get out fine,right,? </u><u> yeah cos there''s into there </u><u> uhu </u><u> so then we haven''t got I don''t think we''ve got any fours have we? we''ve got two threes </u><u> uhu
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",then is it? </u><u> yeah </u><u> mm </u><u> and I''ve got five actions anyway </u><u> well yeah don''t and don''t forget you erm you wanna be building one,right,? </u><u> this turn yeah </u><u> yeah </u><u> maybe even in </u><u> so I think yeah take a hazmat suit put it on er mm which one''s easier to get to? </u>
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",</unclea> </u><u> Ho Chi Minh er so you could go zip over and come back quicker </u><u> yeah okay okay th infect two now </u><u> er the card first,right,? </u><u> is that right yeah </u><u> yeah </u><u> Mon </u><u> wow </u><u> treal </u><u> he was in Delhi wasn''t he? </u><u> yeah </u><u> yeah </u><u> Ho Chi Minh okey-doke </u><u> uhu </u><u> infect two </u>
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",an action either </u><u> yeah </u><u> yeah </u><u> mm do I need Lagos? </u><u> no keep it for the moment you dunno how things are going </u><u> okay so that''s my five,right,? </u><u> is there any reason why these are two different colours? </u><u> five four sorry </u><u> they''re just blue and black </u><u> no I think they''re
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",zombie </unclea> </u><u> </unclea> </u><u> right okay </unclea> </u><u> so you can quarantine from afar,right,? </u><u> I can quarantine from afar so I''m probably gonna go Delhi erm and so her her her thing is yeah I can
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",way we''ve got somebody in every corner </u><u> but these one two three </u><u> mm that''s nice </u><u> er well no cos dad dad''s got the remote thing,right,? </u><u> one two three </u><u> you can only really use the remote thing once </u><u> you can only use the remote things once once per
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",and if I </u><u> one two three four </u><u> uhu </u><u> end of turn </u><u> and we''ve got a Lagos and Chennai coming up,right,? </u><u> so </u><u> nice ah </u><u> that''s </u><u> okay </u><u> at least at least they''re at </u><u> mm </u><u> am I gonna get three? not on a black San Fran </u><u> mm </u><u> yeah it''s
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",Manila I would say </u><u> just take one off of San Francisco </u><u> take one off San Francisco </u><u> yeah </u><u> okay okay? </u><u> uhu I can take that again,right,? oh no cos it''s not an equipment </u><u> no no it''s not erm </u><u> yeah </u><u> no special card </u><u> no do you wanna take your second one? </u><u> what does it say
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",</unclea> </u><u> er dad yeah one two you can take it from you we could end in your s </u><u> no I can give it on my next go,right,? </u><u> but th then you''re not yeah you''re not getting an extra action for me but there you are </u><u> if I go to San Fran </u><u> yeah if dad goes to
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",it''s not ideal cos we''ve gotta </u><u> Kinshasa </u><u> </u><u> one two </u><u> yeah </u><u> three for South America or </u><u> you''ve got six moves though,right,? no you''re not in the same city are you </u><u> so how many of them there''s four </u><u> yeah </u><u> that''s right </u><u> it''s not great but anyway </u><u> but you
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,GAME DYNAMIC",same city are you </u><u> so how many of them there''s four </u><u> yeah </u><u> that''s right </u><u> it''s not great but anyway </u><u> but you can build in São Paulo,right,? </u><u> yeah </u><u> yeah that''s gonna come in useful okay </u><u> and then São Paulo is easier to get to to Lagos isn''t it
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",page aren''t they? </u><u> it should just cast what''s there </u><u> mm alright we''ve got this is yes,right,? </u><u> ah yes </u><u> yeah </u><u> good okay </u><u> yeah cos that''s that''s too this is this is
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",erm he has two furry paws one fluffy tail four shiny white teeth,right,? </u><u> oh he used to be very slow </u><u> what is this? we''re we''re told to
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",as he could and his very big ears heard them call far far from far far away,right,? </u><u> I think it''s the right ear''s a bit like </u><u> </u><u> yeah </u><u> erm </u><u> you might need to er do that </u><u> well actually it''s it
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",put one in </u><u> mm mm well go back </u><u> about the snow? </u><u> go back to the snow the f the last snow one,right,? er right? the one next to that right? </u><u> or don''t say it''s the next day </u><u> erm about </u><u> I think that''s the thing </u><u> yeah </u><u> if
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",in </u><u> mm mm well go back </u><u> about the snow? </u><u> go back to the snow the f the last snow one right? er,right,? the one next to that right? </u><u> or don''t say it''s the next day </u><u> erm about </u><u> I think that''s the thing </u><u> yeah </u><u> if you''re
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",well go back </u><u> about the snow? </u><u> go back to the snow the f the last snow one right? er right? the one next to that,right,? </u><u> or don''t say it''s the next day </u><u> erm about </u><u> I think that''s the thing </u><u> yeah </u><u> if you''re changing the thing </u><u> never mind
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",then you could say the next summer you know what I mean? </u><u> poor </u><u> that''s poor,right,? so he''s gonna get his wee hat </u><u> yeah then he needs a hat </u><u> right let''s see whether
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",you''ve taken his hat off you see in that one so erm </u><u> yeah </u><u> you could say you could hea you you could say,right,? </u><u> yeah </u><u> turn it to the one that I said not to do right? at night could hear erm
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",<u> yeah </u><u> you could say you could hea you you could say right? </u><u> yeah </u><u> turn it to the one that I said not to do,right,? at night could hear erm all his friends you know? erm </u><u> mm </u>
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",no cos I don''t erm I mean we we see quite a lot of each other during the year,right,? erm </unclea> so it''s not as if I''ve got to sort of sit </u><u> yeah </u>
"Discussing|Requesting,Kids book idea, pictures, family tree and stories, brothers and sons, step sons, separated partners and relationships, different family styles.",no and I mean erm when when and came,right,? </u><u> mm </u><u> erm we were erm we t it was but they were things cos they''d
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",hasn''t there? </u><u> mm yeah there has </u><u> but it only really it only it only really began when was born,right,? when they fell pregnant at the same time? </u><u> yeah yeah really </u><u> it''s like grow up you''re a mother of three now come
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",me I''m like okay my dad gets kinda angry and like she''s saying I had </u><u> you were fourteen fifteen,right,? </u><u> yeah I had to get my brother and my mum out the house and she''s saying call gran your grandad or something and
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",son </u><u> it''s terrible isn''t it? it tells you to write the month in words </u><u> oh gosh sorry </u><u> </u><u> okay am I doing it,right,? </u><u> I hope so </u><u> oh god the twenty-fifth as well? </u><u> it says it says fam </u><u> I never got to see the photos </u><u> it says I know we''ll have to do it
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",? </u><u> well you said before someone said you were yeah </u><u> ? </u><u> so if that''s what you think </u><u> have I got this,right,? </u><u> cool </u><u> where do you currently live? boring ? </u><u> yeah English and England and
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Facebook, the ice bucket challenge, family, charities, food, extended family, children, adoption, friends, qualifications, university, travel, senescence, exercise, dialect, relationships, proposals, filling in forms, memories, diet, childbirth, school, parenting, health, half brother",go can you shake the lett the rattle like the object in front of you shake it left to right and I was like well why do it left to,right,? why not right to left? she goes because when you go to school you write from left to right </u><u> from left to right yeah </u><u> and and
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",areas </u><u> </u><u> you made me cry </u><u> we need some cold water and ice in here burn </u><u> </u><u> you know I''m joking though,right,? you''re not that fat </u><u> I''m not that fat it''s all </unclea> spice I ate </unclea> </u><u> </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",it''s </unclea> on TV </u><u> I''m watching </u><u> it''s not the actual video video </u><u> this is recorded,right,? </u><u> yeah well it''s not on they don''t show the video anyway so </u><u> yeah I know but I thought it was another one </u><u> it''s
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",<u> </u><u> it''s new today it is about seven hours old </u><u> oh is it? oh I really like it </u><u> you''ve got you''ve got insurance for it,right,? </u><u> no not yet </u><u> oh it''s so big to hold isn''t it? </u><u> I know </unclea> </u><u> </unclea> a big thing </u><u> </u><u> put
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",</unclea> </u><u> what is that random? is that random? </u><u> it''s green </u><u> that''s three innit that one? </u><u> what what? </u><u> green is one,right,? </u><u> mm mm </u><u> nation </u><u> </unclea> no green''s two </u><u> sorry that one''s green too little green too </u><u> so object oh dear </u><u> object oh
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Announcing|Anecdote telling|Making arrangements|Telling jokes,Work, money, drinking, Articulate, lending money, nights out, penis enlargements, Geordie Shore, student finance, student load, hamsters, dogs, tv, films, PGCE, websites, politics, feminism, CVs, guinea pigs, smells, Snapchat, Facebook",? </u><u> erm no </u><u> no </u><u> why would it stink ah? </u><u> it did today really badly I don''t know why </u><u> yeah it weren''t just me being paranoid though,right,? </u><u> no it''s really bad </u><u> I even started </unclea> afterwards </u><u> this is world so obviously like it''s a pretty right
