A,B,C,D
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",whatsoever </u><u> oh yeah did you have supervisions in third year that weren''t in college? </u><u> third year? Yeah </u><u> oh,right,</u><u> she''s eh living and working in Birmingham </u><u> Birmingham </u><u> she''s not a prospect I think </u><u> oh right </u><u> she''s been with
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",college? </u><u> third year? Yeah </u><u> oh right </u><u> she''s eh living and working in Birmingham </u><u> Birmingham </u><u> she''s not a prospect I think </u><u> oh,right,</u><u> she''s been with the same guy all the time that I''ve known her </u><u> well he can be killed? </u><u> how do you know? He might
"Discussing|Explaining|Advising,Art",a little theme for our as of just like erm stuff interacting with the with erm nature </u><u> well that''s another thing are we?,Right,</u><u> so like this is like it''s man-made but it looks almost natural </u><u> mm </u><u> yeah and er the same with these you know in it
"Discussing|Explaining|Inquiring|Complaining|Advising|Announcing|Anecdote telling|Making arrangements|Telling jokes,Food, weekend, work, English counties and places, Halloween parties, future 5-year plans.",n''t out with like and the rest of the group she wasn''t they were all out watching the rugby </u><u> is that,right,? I never really got invited </u><u> yeah they''ve been invited like weeks ago </u><u> awkward </u><u> and then something like on a random Sunday
"Discussing|Explaining|Inquiring|Complaining|Inviting|Anecdote telling|Making arrangements,Food, habits, friends, relationships.",she''s going on about it she''s like well they can''t be too big and they can''t be too small they''ve got to be just,right,</u><u> </u><u> er good? </u><u> it is good actually </u><u> I love how you look so disheartened </u><u> no </u><u> while eating that you''re just
"Discussing|Explaining|Inquiring|Complaining|Inviting|Anecdote telling|Making arrangements,Food, habits, friends, relationships.",? </u><u> no no her name was </u><u> no but I think Miss got married </u><u> no no she was a big woman with brown hair </u><u> oh,right,</u><u> she looked a bit like Rachel Le Conner but not </u><u> I don''t remember her at all </u><u> it might have been after we left and I because I
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",? </u><u> got my new my new my well I''ve got see all this has got to happen all at once now that''s for the festival </u><u> yeah </u><u> oh,right,</u><u> the archdeacon is visiting all of the churches starting on Monday and the girl that I see is will be at be at and
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> yeah? </u><u> and I''ve got to check everything and m make sure everything''s there on this the list of stuff the whole lot </u><u> oh </u><u> oh,right,</u><u> just see if it''s working </u><u> right </u><u> so anyway so I''ve got </u><u> well you''re a busy </unclea> </u><u> yeah but I could have done
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",I''m there for six hours on next Wednesday </u><u> oh </u><u> you see </u><u> how do you like your coffee? </u><u> just that''s lovely thank you </u><u> is that about,right,? </u><u> yeah however </u><u> you don''t have the two-grain one? </u><u> no no no no that''s lovely but it''s just a stack of stuff to try and catch up
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",can get a large one for just erm one pound sixty and if you have a large anything else it was two pounds sixty </u><u> oh,right,</u><u> well it he gave it me and I picked it up and I there''s nothing in it and I looked at him and he said would you like </u><u> it
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",in it and I looked at him and he said would you like </u><u> it''s all </u><u> some hot water? cos it''s just a powerful two shots </u><u> oh,right,</u><u> for one pound sixty I said yes please could you </u><u> oh </u><u> fill it up? and he filled it said I''ll fill it up with hot water for you and
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> yeah </u><u> mm </u><u> and when the truck in front fits those </u><u> I see </u><u> in between those </u><u> yeah </u><u> two you''re in the right </u><u> yeah,right,</u><u> that''s great </u><u> you''re a a hundred metres </u><u> that''s a good idea </u><u> that''s a great idea </u><u> we still we did it on the on the vehicle park er </u>
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> the bikes was a good idea cos the kids walk walk walk tens of miles to get to school there </u><u> to get there yeah </u><u> oh,right,</u><u> so sh they the school held the bikes and gave the bikes to those that came the longest </u><u> mm </u><u> and they had to hand them in when
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",fix it but </u><u> yeah mm </u><u> and it''s all got to go via mobile phone cos there''s no you know it''s the only way you can link it is by </u><u> oh,right,</u><u> mobile phone </u><u> that''s where you see </u><u> yeah </u><u> </unclea> </u><u> and then well </u><u> mm </u><u> I mean travelling out there for nothing
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",a special </u><u> </unclea> </u><u> and a friend of ours they were very friendly together and went to se you know and think,right,</u><u> yeah </u><u> go and see her sit up in bed up in and they said no </u><u> no </u><u> she''s not allowed anyone she''s got to be kept in the dark </u><u> got to be
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",he was ill </u><u> there was erm it he was a famous writer </u><u> yeah </u><u> let''s do the first bit and he happened to crash the car you know </u><u> that''s,right,</u><u> he went kind of over </u><u> mm </u><u> over a </u><u> </u><u> mm </u><u> like cliff bit </u><u> yeah </u><u> but and then crashed into a tree so he was injured badly </u><u> yeah </u>
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> I did didn''t I? </u><u> yeah but </u><u> no you mentioned </u><u> I knew somebody who went to Gambia </u><u> yeah that was </u><u> oh yes </u><u> oh,right,</u><u> and </unclea> </u><u> yeah but </u><u> yeah </u><u> we know somebody who went to Gambia </u><u> oh I know yes </u><u> as well </u><u> yeah </u><u> yeah </u><u> I
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",then that it''s the </u><u> what and it''s your bell? </u><u> oh it''s bigger than that it''s a lovely one it will sit in it will sit in there </u><u> oh,right,</u><u> it will sit in there alright </u><u> so this is </unclea> </u><u> no the bell is that that big heavy one </u><u> oh </u><u> and that will sit just
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",is open on this is something that we can use </u><u> oh </u><u> from now on you know it can sit in the church when people visit the church </u><u> oh,right,</u><u> and </u><u> oh I see </u><u> put money in there as well </u><u> mm </u><u> so that </u><u> yeah </u><u> I''ve I''ve got most of the bits I think for th this </u><u> oh great </u><u> but it would
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> I was thi </u><u> was saying the other day and h he''s done it </u><u> oh </u><u> as well and </u><u> yeah and he took his tops of his </u><u> you think oh,right,</u><u> fingers off </u><u> </u><u> you know right yeah </u><u> they''re all like </u><u> so do you think do you think that''ll work? you
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",you? </u><u> mm </u><u> I mean when''s the </u><u> I could yes </u><u> when''s he coming? </u><u> Wednesday I mean it''ll be a nightmare Wednesday </u><u> yeah,right,</u><u> I can''t have the dog </u><u> you were gonna get it done before this Wednesday? before this Wednesday? </u><u> yeah I was going
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",like that isn''t it there </u><u> well then you can do it </u><u> so </u><u> like the the </u><u> the way I got the sh got the sh I''ve got the shape exact </u><u> oh,right,</u><u> but I from the photograph off the internet </u><u> oh yeah right </u><u> and that so I''ve got the proportions right those
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",the the </u><u> the way I got the sh got the sh I''ve got the shape exact </u><u> oh right </u><u> but I from the photograph off the internet </u><u> oh yeah,right,</u><u> and that so I''ve got the proportions right those proportions are right cos they''re measured onto the
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",that </unclea> </u><u> why don''t you punch a few holes? why don''t you punch a few holes? </u><u> there is holes in the bottom </u><u> oh,right,</u><u> mm </u><u> oh there are? oh okay well that''s fine </u><u> cos they''ve got canes going all the way </u><u> well most people don''t put holes in the
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",just break off a corner off on the outside so then it will just sit in won''t it? </u><u> yeah </u><u> right </u><u> yeah it''ll just push in there </u><u> oh,right,</u><u> yeah </u><u> </u><u> if it just sit </u><u> well </u><u> sits in and we could pu have a few bits further up from the bottom and that
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",also I mean which way are you taking the tin out? </u><u> from the back </u><u> from the back? </u><u> well I was gonna have a door here </u><u> oh,right,</u><u> but a little door here a hinge there </u><u> yeah </u><u> just just a hinge over the top er well just cut a piece out from that a hinge over and
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> </u><u> it''s not like that no </u><u> </u><u> that''s not good </u><u> </u><u> </u><u> just like hello </u><u> hello </u><u> imagine it </u><u> oh,right,</u><u> that''s just </unclea> </u><u> thank you </u><u> yeah </u><u> wonder if they''re doing something about that I don''t know why they
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",same font </u><u> yeah </u><u> sat them on the circle and the there was well honestly two one they went right over the top of each other </u><u> oh,right,</u><u> and I thought wow it''s worked you see </u><u> yeah </u><u> but then instead of on my new programme the first thing down on the list is of erm
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",or what what you wanna do or something </u><u> yeah </u><u> the first one on my new programme is combined the on my old one is group </u><u> oh,right,</u><u> so instead of grouping it I ended up combining it and it takes a bit of one away from the other doesn''t it? </u><u> yeah yeah </u><u> and that
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",from all the other stall holders </u><u> yeah </u><u> and that''s worth doing so next </u><u> right </u><u> so they''re coming back next year we''ll get it,right,</u><u> yeah </u><u> but she said I I''m not comfortable with you spending out again and we wasted one banner </u><u> mm </u><u> we that''s fine if you''d like
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",there was er gel and and soap all round and then the waste </u><u> oh </u><u> er it it just then funnelled into </u><u> into the </u><u> into the bottom one </u><u> oh,right,</u><u> and he just took it and emptied it </u><u> yeah? </u><u> and that''s now sat in the barn waiting for next year all made from rubbish </u><u> yeah </u><u> and
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> they yeah </u><u> where does it say that? </u><u> I''ve put here check your bells don''t keep doing it </u><u> that''s a good job you spelt that one,right,</u><u> what? yes </u><u> </u><u> enjoy what you do what''s that? deep breathing before you begin and drop your shoulders and relax
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",put this foot down there it''s the same with the ringing when you when you see when you''ve got to ring it you just </u><u> yeah that''s,right,</u><u> you just </u><u> yeah </u><u> that you''re you''re well if yo if you see it then </u><u> yeah </u><u> you don''t have to have to good impression on
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",thing isn''t it? </u><u> take Rescue Remedy </u><u> mm </u><u> take Rescue Remedy? </u><u> </unclea> </u><u> oh dear </u><u> oh dear,right,</u><u> mm yeah well there we are </u><u> yeah </u><u> okay well I can sort that out then and see </u><u> yeah </u><u> yeah </u><u> type of thing </u><u> sort it out we can we can have a
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> yeah </u><u> I just load them back in </u><u> mm? </u><u> yeah </u><u> oh they moved your post to do that? </u><u> yeah </u><u> yeah </u><u> we got the erm </u><u> that wire </u><u> yeah it''s all up,right,? </u><u> mm </u><u> that''s all done </u><u> mm </u><u> and then when we went away last time about a month ago wasn''t it now? </u><u> mm where were your posts? inside
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",hoping that doesn''t open it up to changing times or anything </u><u> no I wondered if they''re set now </u><u> mm </u><u> I mean they''ve got to be set,right,? I guess they could get a different class </u><u> did say as well within the first like few weeks you can change your
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",mad about that tea party </u><u> well we kicked it into gear I think when we arrived </u><u> yeah someone''s got to step it up,right,</u><u> yeah I think was fairly pleased that''s what''s er I didn''t like and they
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",<u> they''re there to be asked questions you can stand around and they''ll ask you a question </u><u> yeah yeah is this right is that,right,</u><u> yeah and you can point them in the right direction </u><u> and then you can do a little bit of teaching in that to that small group </u>
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",if someone says you know they wanna do this instead of that then you know a week or two l later you do actually put it in </u><u> yeah,right,</u><u> like a recommendations box it would have to be reasonable I think theatre works well in an English language classroom </u>
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",''s no button </u><u> yeah you just like er er it''s a twist isn''t it? yeah push down and twist </u><u> no that''s how you put it on </u><u> oh,right,</u><u> I have absolutely no idea how that works </u><u> no that''s gotta be something </u><u> oh hang on maybe oh it came
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",the other beer should be cold now shouldn''t it? </u><u> oh yeah I didn''t put it in the freezer did I? </u><u> it''s been in the fridge though,right,? I''ve turned this thing off though clearly </u><u> it''s still bubbling </u><u> it''s this electric </u><u> yeah </u><u> it </u><u> it''s kind of like storage
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",<u> if we don''t buy a cable for it you can buy a cheap printer to computer cable but they don''t tend to come with them anymore </u><u> oh,right,</u><u> erm so this will work with wireless but yeah when if the internet were to go down then we couldn''t print </u><u> yeah I''m not sure if
"Discussing|Explaining|Anecdote telling,ANON’s school filming trip, warm enough at night, ANON’s hurting leg, going to the gym, running machines, doughnuts",term </u><u> because it cos </u><u> it is a leg pit </u><u> cos if </u><u> it is called a leg pit </u><u> I would like proof </u><u> you don''t need proof I''m just,right,</u><u> I do need proof you''re not anyway yes what about that bit? </u><u> so your leg pit </u><u> it''s that
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",er like an analysis and about like maths in it </u><u> mm </u><u> and there are there is like some mathematical things like hidden in it </u><u> oh,right,? </u><u> but I dunno yeah you it''s like you you you just generally don''t imagine writers to be any in any
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",what the Romans spoke wasn''t it so </u><u> yeah </u><u> you''d have to you''d have to say do you think the Italians are there''s </u><u> oh,right,</u><u> </u><u> it''s just cos it''s got the same name like Greek and Ancient Greek </u><u> yeah well the Italians don''t
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",<u> for what? </u><u> then we''ll arrive </u><u> what till we get there? </u><u> yeah </u><u> in ? </u><u> yeah </u><u> on I thought you meant till we turn off </u><u> no </u><u> oh,right,</u><u> </u><u> really? </u><u> yeah </u><u> well how do you know it''s taken us a different way? </u><u> because I''ve just looked through
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",on the </u><u> yeah </u><u> and then </u><u> to the end? </u><u> and then we''re gonna go onto the according to this </u><u> oh,right,</u><u> and then we''re gonna go take the first exit at the roundabout then we''re gonna go into the
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",<u> well you mustn''t be charged for that word </u><u> well maybe that''s what they''d do cos there was no punctuation </u><u> oh,right,</u><u> it would literally so stop so you''d know where the sentence stops </u><u> oh right </u><u> because you would have to type it
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",what they''d do cos there was no punctuation </u><u> oh right </u><u> it would literally so stop so you''d know where the sentence stops </u><u> oh,right,</u><u> because you would have to type it out on like a Morse thing wouldn''t you? </u><u> well before telephones
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",you know </u><u> I only know about the Morse one and I know that you used to have to write stop </u><u> oh right,right,</u><u> cos you can''t cos obviously you can''t put full stops that means something in Morse cos it''s dash dot </u><u> oh I see
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",has somebody died or something? </u><u> yeah I did say I said telegraph but then you started talking about telegrams </u><u> oh,right,</u><u> so then I thought oh it must be called a telegram cos I always get those two mixed up yeah </u><u> no the
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",they taught us the er Brownies and we all had to stand in the room and send messages with our torches </u><u> oh,right,</u><u> and they taught us SOS and told us to remember that one because if we''re ever stranded on a hill we can get our
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",<u> oh </u><u> that''s a different thing cos had </unclea> </u><u> no I think I saw it on a film </u><u> not sure,right,</u><u> is that so the person wouldn''t have to listen? so carefully? </u><u> I''ve no idea I don''t know what that''s gonna be I do
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",I don''t know what that''s gonna be I don''t know how could somebody interpret it? </u><u> cos it would be a dot or a dash </u><u> oh,right,</u><u> I don''t know </u><u> like Braille? </u><u> maybe oh it''s so cool and like it''d be so cool to read Braille cos like I
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",that you know the erm stop button on buses they have Braille on that I always wondered what the little </u><u> oh,right,</u><u> and I I alway I was like I it never kind of clicked and then one day I pressed the button and I was like oh it says it
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",some good books you know? </u><u> if you enjoyed sherlock Holmes you may may like The Moonstone by Wilkie Collins </u><u> oh,right,</u><u> it''s like one of the first kind of proper like detective novels I think </u><u> what is it an old one? </u><u> yeah </u><u> oh right </u><u> it was like
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",Collins </u><u> oh right </u><u> it''s like one of the first kind of proper like detective novels I think </u><u> what is it an old one? </u><u> yeah </u><u> oh,right,</u><u> it was like I''m not sure that yeah it was like a it''s about erm I think it''s like I know it
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",it''s not a windmill it''s a wind turbine but it''s a d completely different word in French so it was really obviously </u><u> oh,right,</u><u> and people were like why are you going on about windmills? and I was like cos windmills they''re like no it''s wind turbine
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",oh and I got that from you </u><u> what did they say? er did you? </u><u> yeah you call you always call them windmills </u><u> oh,right,</u><u> so I d I like call them wind turbines now because </u><u> yeah a windmill it it it the old flour and so on and stuff they don''t do it </u><u> it
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",<u> mm </u><u> dunno what this is </u><u> is that dear? </u><u> yeah it''s a bit dearer but I don''t think it''s gonna be much cheaper than that anywhere </u><u> oh,right,</u><u> can''t really afford to be driving around tomorrow cos of what I''ve got left so I''ll either come here or might
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",now? </u><u> I think it means just keep going </u><u> will we miss it? </u><u> no I think it just means keep going round the mountain </u><u> no it said turn,right,</u><u> yeah we did didn''t we? oh no it''s coming up </u><u> is it? oh right here yeah there''s a sign there isn''t there? </u><u> yeah </u><u> turn right onto
"Discussing|Explaining|Anecdote telling|Making arrangements,Jamaica Inn, colours of the road, wizard of Oz, Sherlock Holmes, Lewis Carroll, Fairy tales, directions, languages, texts, telegrams, telegraphs, Morse code, braille, books, wind turbines, scenery, flowers, birds, fuel, houses, chocolate, beach, caravan.",</unclea> </u><u> I think that''s what it means it''s coming up our destination </u><u> oh,right,</u><u> does it make sense to say eight percent dispersion of product X and product Y? </u><u> what? wha what is the context? </u>
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",one thing yesterday that absolutely horrified me erm and it was a a the the headline was just baby found burning in road </u><u> oh,right,</u><u> an an American girl had had had it was a newborn baby she''d dowsed it in some erm accelerant and set it alight and dumped the
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",that''s it oh that''s another one and it doesn''t have the same shock behind it </u><u> not impact no exactly no no </u><u> no no </u><u> no no you''re,right,</u><u> it''s just the world we live in I suppose I sound like my grandm no I never knew my grandmother but I sound like a grandmother </u>
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",time </u><u> yeah yeah </u><u> but Peterborough erm museum erm is wanting to get them transcribed so they can put them on the website </u><u> mm,right,</u><u> so that cos they know that you know the guys all put the date and put their little comments and they want to start
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",think something else and I can''t if I''m answering phones as often I can''t sound fed up when I answer the phone </u><u> no no that''s,right,</u><u> even if I''m up to my eyeballs in something </u><u> yeah yeah </u><u> it''s it''s it''s the effort you put into it and it does affect other
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",and things as well yeah yeah yeah and we''ve just introduced for the first of January we''ve just introduced sick pay </u><u> oh,right,</u><u> our benefits have increased so we were required by our parent company to coming up for three years ago in April and at that
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Running small business, knitting, culture, language differences, stereotyping, guns, violence in society, graveyards/tombstones, tests, work (people, holiday, sickness), food, first aid, air conditioning, pets, babies, children",also had the been given the opportunity to buy a holiday up to five days and we all also get a day for our birthday </u><u> oh yeah?,right,</u><u> so my birthday''s in April and I don''t have to take the day I can take any day within my birthday month </u><u> oh that''s nice </u><u> and that
