A,B,C,D
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,ANON''s sales work, fairy princesses, spicy sausages, table manners, the weather, ANON''s limerick, rhyming poetry, George Stephenson’s rocket, poorly children at school, boys at school, showers",cos I can''t listen to both of you so what were you saying ? </u><u> I need something to cool my mouth down super quickly </u><u>,right,what were you saying? </u><u> because it''s burning </u><u> small things are tasty and small people are tasty too </u><u> </u>
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,ANON''s sales work, fairy princesses, spicy sausages, table manners, the weather, ANON''s limerick, rhyming poetry, George Stephenson’s rocket, poorly children at school, boys at school, showers",your seat? </u><u> because she wants </u><u> what do you want a dessert? right what do you want? </u><u> </unclea> </u><u> an ice cream please </u><u>,right,well how are you think you''re going to get that when you''ve been up and down? </u><u> by going up again </u><u> mm? </u><u>
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,ANON''s sales work, fairy princesses, spicy sausages, table manners, the weather, ANON''s limerick, rhyming poetry, George Stephenson’s rocket, poorly children at school, boys at school, showers",<u> looks the same to me? </u><u> </u><u> </u><u> bit tight aren''t they? </u><u> </u><u> do wanna feel it? </u><u> oh </u><u> </u><u>,right,have you finished ? </u><u> yes </u><u> can you please put everything away? </u><u> no </u><u> </u><u> I''ll help you </u>
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,ANON''s sales work, fairy princesses, spicy sausages, table manners, the weather, ANON''s limerick, rhyming poetry, George Stephenson’s rocket, poorly children at school, boys at school, showers",<u> </u><u> </u><u> </u><u> </u><u> yes </u><u> </u><u> what do you want to ask me now? </u><u> did you er </u><u>,right,just load the dishwasher </u><u> did you learn anything new today? </u><u> </u><u> no </u><u> did you? you were learning about a
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",I made some massive bobbles cos I in the book as well </u><u> right </u><u> they had scarf that had like some really big bobbles on the end </u><u>,right,okay </u><u> and I really liked it </u><u> </u><u> so I made some big bobbles and I''m thinking about putting them on
"Discussing|Explaining,Food, Brownies (the organization), school, Lego and the film Frozen",house ice houses for everybody else and there''s a path down to but then Hans comes back and I''m making houses </u><u>,right,you are making Hans? you don''t have a Hans so you are making him invisib yeah okay </u><u> so so I''m doing about my
"Discussing|Explaining|Inquiring,Dog, food, hostel, vets, agricultural shows, signwriting, texting, Facebook, parking at the pub, moving house, hoarding",you''ve ever been there anyway we went and and and sh she just looked at us and gave us all all er child badges </u><u> mm </u><u>,right,so </unclea> </u><u> and I had to say I did say </u><u> mm </u><u> mm </u><u> cos I it didn''t seem right </u><u> mm </u><u> that she she would quite happy to think
"Discussing|Explaining|Inquiring,Dog, food, hostel, vets, agricultural shows, signwriting, texting, Facebook, parking at the pub, moving house, hoarding",park there apart from pub opening hours don''t park it''s just for customers </u><u> mm </u><u> </unclea> </u><u> which is fair enough </u><u>,right,they they stopped it anyway </unclea> </u><u> but I don''t know how they''re doing it </u><u> they still park round the front of
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,Pulling crackers, cracker jokes, food, working in a chip shop, where the plates and dishes have come from, what our extended family did Christmas day, the relations between our extended family and their nephew ANON, where ANON will live, sayings, ANON''s next year at university, ANON''s house at university, a game from the night before, taste and flavor, butter, childhood food, grandad’s travels, cameras, cars.",you oh brilliant </unclea> </u><u> hang on sorry come on </u><u> are you ready for crackers? this </u><u>,right,take your cracker in your right hand </u><u> oh yeah </u><u> left right yeah that one </u><u> my right hand </u><u> take your cracker in your right hand </u>
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,Pulling crackers, cracker jokes, food, working in a chip shop, where the plates and dishes have come from, what our extended family did Christmas day, the relations between our extended family and their nephew ANON, where ANON will live, sayings, ANON''s next year at university, ANON''s house at university, a game from the night before, taste and flavor, butter, childhood food, grandad’s travels, cameras, cars.",take your cracker in your right hand </u><u> oh yeah </u><u> left right yeah that one </u><u> my right hand </u><u> take your cracker in your right hand </u><u>,right,hand </u><u> this is how to organise everyone </u><u> your cr your cracker in your right hand </u><u> and then cross your arms look at
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,Pulling crackers, cracker jokes, food, working in a chip shop, where the plates and dishes have come from, what our extended family did Christmas day, the relations between our extended family and their nephew ANON, where ANON will live, sayings, ANON''s next year at university, ANON''s house at university, a game from the night before, taste and flavor, butter, childhood food, grandad’s travels, cameras, cars.",those few prawns </u><u> le unless you don''t you charge the battery up on its own </u><u> yeah that''s what you do with ours </u><u>,right,oh well you''ll know </u><u> </u><u> I''d like eat stuff that looks really nice but I''m so
"Discussing|Inquiring|Advising,Hen do, outfits, body appearance",you not sleep in the day? </u><u> I don''t have time to sleep in the day </u><u> well not when is sleeping? </u><u> not really </u><u>,right,these are my heels the front ones are probably ones that you''d wear </u><u> my god they''re still quite high holy mother </u><u> quite high
"Discussing|Inquiring|Advising,Hen do, outfits, body appearance",nude is better than white </u><u> it''s not very boosting </u><u> because if that if that''s gone you need to get rid of your bra </u><u>,right,have you got nude knickers? </u><u> yeah I have I haven''t worn it I''m </u><u> do you want to borrow my </u><u> no you need nude knickers as well
"Discussing|Inquiring|Advising,Hen do, outfits, body appearance",fine I trust you </u><u> oh I love those I want them </u><u> I''ll buy you some more if I </u><u> I think that would look really nice with a white skirt </u><u>,right,strip </u><u> no </u><u> I do have some nice clothes I feel so proud </u><u> you just hide them all you just wear the same
"Discussing|Inquiring|Advising,Hen do, outfits, body appearance",but everybody is going to be like </u><u> me and can can er </u><u> they are not even pretty I really wouldn''t worry </u><u>,right,scooch over </u><u> what bra is that? where''s that from? </u><u> it creeks listen </u><u> </u><u> I''m at work and like
"Discussing|Inquiring|Advising,Hen do, outfits, body appearance",<u> oh I don''t know </unclea> </u><u> mm </u><u> it''s flat because well I''d probably won''t need to wear heels will I? </u><u>,right,so what''s your iti I forget what your itinerary is </u><u> why can''t you wear heels though? </u><u> well I can </u><u> if you are just staying in </u><u> so
"Discussing|Inquiring|Advising,Hen do, outfits, body appearance",are having dinner in? </u><u> yeah and then cocktails oh can I borrow the cocktail shaker? </u><u> cocktails in? </u><u> yeah </u><u> yeah where is it? </u><u>,right,okay you would look nice though </u><u> because like I think they''ve all got and a few a few of
"(Unknown),Money, New phone, A summer job, Social media, Plan for the next day’s activities , Books, Food, Music, Vietnam war, Property, Politics",dad''s just been shot and the police have come and then the guy''s got into their house and they''ve been hiding in the loft </u><u>,right,I read it years ago I can''t remember the details but you''ve brought two books you''ve brought that one and the perf The
"(Unknown),Money, New phone, A summer job, Social media, Plan for the next day’s activities , Books, Food, Music, Vietnam war, Property, Politics",you''ve told me a story about this </u><u> that''s the story you told me before mum </u><u> oh </u><u> and don''t think it''s the story you''ve told me </u><u>,right,how do I get this chicken cut? </u><u> I''ll come </u><u> mum''s coming </u><u> don''t you attempt </u><u> </u><u> </u><u> I could just have a cup of
"(Unknown),Money, New phone, A summer job, Social media, Plan for the next day’s activities , Books, Food, Music, Vietnam war, Property, Politics",''ll play against the second of that group then the first of another group will play against the first of another group </u><u>,right,and then what? </u><u> and then they get smaller and smaller and smaller until it''s the final </u><u> but what about why do the first of
"(Unknown),Money, New phone, A summer job, Social media, Plan for the next day’s activities , Books, Food, Music, Vietnam war, Property, Politics",<u> you''ve sprayed on telly </u><u> have I? </u><u> yeah </u><u> where? </u><u> can you not see? </u><u> I can''t </u><u> there''s a g there''s a black little s </u><u> where? </u><u>,right,on the side </u><u> over the red there </u><u> oh yeah a bit like that fell on the face </u><u> erm I was gonna do something while I was up and </u><u> I don''t
"(Unknown),Money, New phone, A summer job, Social media, Plan for the next day’s activities , Books, Food, Music, Vietnam war, Property, Politics",just do it until seventy and then go to be and then I''m well I''m going to bed anyway so dad''s not talking cos he''s on his Ipad </u><u>,right,carry on </u><u> what''s that? </u><u> I said we''ll just do it to seventy another five minutes and then er I''m gonna go and get ready for bed
"(Unknown),Money, New phone, A summer job, Social media, Plan for the next day’s activities , Books, Food, Music, Vietnam war, Property, Politics",saw was that she was staying in New York to go to college and </u><u> yeah </u><u> she was like working part time whilst she was er at college </u><u>,right,I won''t tell you then right I''m gonna go to bed kid </u><u> bye-bye </u><u> bonne nuit </u><u> just beep all the time </u><u> yeah it
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Telling jokes,The tumble dryer, mum dropping her underpants style napkin, Daniel O’Donnel, seeing Caroline Aherne as Mrs Merton, the broken chair, ANON the hairdresser and her baby, Mum’s top, Christmas card from next door, the neighbours across the road, Christmas day traffic, pulling crackers, presents in crackers, napkins in the style of underpants, cracker jokes, ANON playing with the cracker toy – mini skittles, opening table presents, ANON''s uni friend ANON, ANON''s starter, warmth of plates.",<u> fifty P weren''t it? crackers </u><u> oh </u><u> you weren''t robbed then were you? </u><u> no </u><u> oh what is it now? </u><u>,right,we haven''t opened </unclea> yet </u><u> there we go </u><u> love you''ve got your hat on back to front </u><u> go on do your presents
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Telling jokes,The tumble dryer, mum dropping her underpants style napkin, Daniel O’Donnel, seeing Caroline Aherne as Mrs Merton, the broken chair, ANON the hairdresser and her baby, Mum’s top, Christmas card from next door, the neighbours across the road, Christmas day traffic, pulling crackers, presents in crackers, napkins in the style of underpants, cracker jokes, ANON playing with the cracker toy – mini skittles, opening table presents, ANON''s uni friend ANON, ANON''s starter, warmth of plates.",? yeah </u><u> yeah ten oh </u><u> come on don''t cheat </u><u> table must be on a slant </u><u>,right,that''s plugged in </u><u> move it back there </u><u> u that was shocking </u><u> mm </u><u> what did? </u><u> alright I''ll do the food </u><u> </unclea> </u><u> oh </u><u> oh </u>
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Telling jokes,The tumble dryer, mum dropping her underpants style napkin, Daniel O’Donnel, seeing Caroline Aherne as Mrs Merton, the broken chair, ANON the hairdresser and her baby, Mum’s top, Christmas card from next door, the neighbours across the road, Christmas day traffic, pulling crackers, presents in crackers, napkins in the style of underpants, cracker jokes, ANON playing with the cracker toy – mini skittles, opening table presents, ANON''s uni friend ANON, ANON''s starter, warmth of plates.",</unclea> </u><u> oh </u><u> oh </u><u> </u><u> why''s it so difficult? </u><u> well you get </u><u> I''m left handing it to be fair </u><u> yeah </u><u>,right,lady </u><u> but you''re right </u><u> pass me your rubbish </u><u> one </u><u> oh I got one </u><u> from three </u><u> there''s not u
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",go through the list of what we''re thinking and then I just think is there anything I haven''t thought to do? </u><u> yep </u><u>,right,? so I''ve ordered serviettes for wrapping the cake afterwards when it''s chopped up </u><u> okay </u><u> and they''re coming tomorrow </u><u> yep </u>
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",I''ll remember on the day it''s fine even if you </u><u> take to mi Saturday the fourth </u><u> evening </u><u> evening </u><u> mm </u><u>,right,there you go so is there anything else that I haven''t thought of that we need to do? </u><u> no because they''re doing
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",you clicked print </u><u> did I? </u><u> yeah </u><u> yeah well yeah no I meant to do cancel </u><u> yeah but you didn''t </u><u> print cancelled right </u><u> </u><u>,right,file print </u><u> </u><u> one of one yay so now print''s cancel yah </u><u> </unclea> </u><u> I know I''m
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",print </u><u> </u><u> one of one yay so now print''s cancel yah </u><u> </unclea> </u><u> I know I''m getting good </u><u> well </u><u>,right,huh do some lines around it so it''s easier to read </u><u> ba ba ba do </u><u> and then print there okay
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",<u> er w oh yeah I''m just dancing </unclea> what I''m doing right s </u><u>,right,I''m just writing ''s lovely sponge pudding and custard </u><u> okay </u><u> okay </u><u> and you''re doing that upside
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",rhubarb plum and cherry oaty crumble okay </u><u> that''s better </u><u>,right,so </unclea> </u><u> little bit wonky but I I''m really bad at writing straight </u><u> oh </u><u> I''ve always written on the wonk </u><u> yeah
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",us innit? </u><u> then it''s just us </u><u> innit </u><u> innit </u><u> that was proper chavvy </u><u> chavvy innit </u><u> ah don''t </u><u>,right,so would like prawn cocktail </u><u> </unclea> like that </u><u> no cucumber and wholemeal if poss </u>
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",n''t they lots of no naming do you think? just like talking about food </u><u> food and people </u><u> </u><u>,right,oh yeah beef and Merlot pie that''s what I''m having I''ve had a pie there before and it comes and it''s
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",would have to go and buy some more </u><u> oh they''d probably be </unclea> but </u><u> </u><u> I''d rather you didn''t </u><u>,right,no starter beef and Merlot pie this''ll make me think of having a glass of red when I''m
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",order as well but we''ll just check them all off and then we''ll put them in order and then that will be it </u><u> sorted </u><u>,right,so do you want to read out off the cards or check off on here </u><u> I will do either </u><u> </unclea> you do that
"Discussing|Explaining|Making arrangements,Food, Menu choices, table plan/seating arrangements, dementia, buying fish, candles, rearranging cupboards, photographs, Great British Bake Off.",chorizo oh my ankle crunched </u><u> it''s Spanish </u><u> oh my ankle crunched chorizo </u><u> chorizo </u><u> chorizo </u><u> mm </u><u> got a Z </u><u>,right,so has got a little A </u><u> yeah </u><u> erm tasting platter </u><u> mm hm </u><u> vintage hunter''s chicken </u><u> yeah </u><u> rhubarb plum
"Discussing|Explaining|Advising|Anecdote telling|Making arrangements,Food and drink, leisure activities, engineering, news, phones, celebrities, relationships, money",and then she''s doing something for TV but I''m not sure what </u><u> mm </u><u> but once she''s in she''s gonna be right back in the fold </u><u>,right,good it might be nice to have some real celebrities back </u><u> exactly </u><u> not just some plastic
"Discussing|Explaining|Advising|Anecdote telling|Making arrangements,Food and drink, leisure activities, engineering, news, phones, celebrities, relationships, money",the Kindle and my sister''s got one </u><u> right </u><u> but I just wanted to know if I preferred the um book or the scrolling </u><u> em mm </u><u> thing </u><u>,right,I''m going to </u><u> no it''s it''s ever so good the screen it doesn''t look like a screen does it? </u><u> it''s the concept though isn''t it? Of
"Discussing|Explaining|Advising|Anecdote telling|Making arrangements,Food and drink, leisure activities, engineering, news, phones, celebrities, relationships, money",it was the works so they had like a beautiful ceremony and they had like this amazing reception in um Park Lane </u><u>,right,so they were she was pumped by the idea of the wedding not the marriage? </u><u> absolutely and they you know they had all these
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling,The conversation centres around what happens when you no longer wish to see friends and how to deal with this.",I''ve got to tell you about this wrinkle here I''ll tell you later oh thanks </u><u> no this is fab all of it </u><u>,right,here we go doesn''t mention but never mind </u><u> </u><u> I really hope that it that it might
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling,The conversation centres around what happens when you no longer wish to see friends and how to deal with this.",left </u><u> there was a vineyard back there </u><u> oh yeah we''re in wine country I forgot </u><u> </unclea> country now </u><u>,right,driving on the right that''s the kind of time when you need to remember </u><u> remember yeah I would have totally gone </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling,The conversation centres around what happens when you no longer wish to see friends and how to deal with this.",in wine in wine country so right onto if we haven''t already and then bu bu bub </u><u>,right,onto </u><u> okay excellent </u><u> mm </u><u> look at this it''s hilarious and then was it left
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling,The conversation centres around what happens when you no longer wish to see friends and how to deal with this.",shot at </u><u> </u><u> ah this is beautiful can I put the window down? </u><u> yeah what was the next one? </u><u>,right,onto so onto coming up </u><u> we could maybe stop at if we go past the </u><u> could do </u><u> for the diner
"Discussing|Explaining|Inquiring|Anecdote telling,Food, childhood toys, family, languages/dialect, work.",the production line and I didn''t reall they actually make them there as well they make </u><u> oh yeah we product the e-liquid </u><u>,right,oh okay </u><u> yeah we product the e-liquid and the hardware comes from China </u><u> oh right </u><u> mm </u><u> so then </u><u> yeah </u><u> you actually make them and </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Announcing|Anecdote telling,Music, school, Jobs, Maths and English, Spanish (language futures) Past years, Food tech, homework",to you like I have this great machine but it looks ugly on the outside </u><u> yeah cos </u><u> you''d be like right what you need </u><u>,right,stripes on this side </u><u> </u><u> spots here </u><u> yeah nice shiny lacquer or whatever </u><u> </u><u> </u><u> like
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,Household matters",''ll have to think about that a bit more </u><u> it''s </u><u> when we </u><u> we need to get the tickets really don''t we? </u><u> yeah we </u><u> yes you pre-book them </u><u>,right,yeah </u><u> well if you pre-book them they''re a little bit cheaper </u><u> oh right </u><u> mm </u><u> you get them a bit cheaper if we get them online I
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,Household matters",we need a bigger piece of erm </u><u> board don''t you? </u><u> yes cos the </u><u> it''s coming off the edge </u><u> it was just a picnic table that we had in </u><u>,right,bit small </u><u> it wasn''t big enough to get all the extra pieces </u><u> mm </u><u> out </u><u> mm </u><u> so </u><u> </u><u> we had a we was overtaken by a rush of blood
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,Household matters",have been a requirement that all the wires had to be the same specification for that country </u><u> just </unclea> </u><u>,right,okay </u><u> you would have thought that would have been the case wouldn''t you? </u><u> mm </u><u> mm </u><u> mm well I think if people had a
"Discussing|Explaining|Enquiring|Complaining|Advising|Requesting|Announcing|Anecdote telling|Telling jokes,Online Shopping, Technology, Work, Television",Amazon </u><u> unless you''re gonna buy me something </u><u> you can buy me a hard drive if you want </u><u> I don''t want to I haven''t got any money </u><u>,right,let''s see er we''ll go on erm electronics and photo </u><u> oh I''ve gotta go to Morrisons tomorrow </u>
"Discussing|Explaining|Enquiring|Complaining|Advising|Requesting|Announcing|Anecdote telling|Telling jokes,Online Shopping, Technology, Work, Television",? </u><u> yeah it says two point five inch though it''s gotta be bigger than that cos that''s fucking tiny </u><u> what? </u><u>,right,yeah let''s see </u><u> but it said frequently bought together so I''m assuming that they fit </u><u> yeah it must </u><u> have you got a
"Discussing|Explaining|Enquiring|Complaining|Advising|Requesting|Announcing|Anecdote telling|Telling jokes,Online Shopping, Technology, Work, Television",<u> no </u><u> it was bad like I understand the idea behind it and everything but </u><u> yeah </u><u> it was just something that I was a bit like </u><u> yeah </u><u>,right,again men doing </u><u> yeah </u><u> men''s things in men''s world in prison </u><u> yeah </u><u> and yeah </u><u> everyone </u><u> so </u><u> seems to love it as well </u><u> it''s alright </u>
"Discussing|Explaining|Inquiring|Advising,Writing a job application (for a media post), work, job interviews",I know they''ve got projects in like Somalia recently asia they''ve just done something in Cambodia India um </u><u>,right,so Somalia is when the whole sort of risk </u><u> yeah exactly </u><u> part of the job description </u><u> but that''s a good question actually
"Discussing|Explaining|Telling jokes,Sport, Video Games, Opposite sex.",''s decided he''s gonna be cutinho today with a side of paul Scholes tackling </u><u> yeah? </u><u> mm </u><u>,right,I''m gonna go to the gym </u><u> I''m gonna be Roy Keane tackler </u><u> has anyone got a double A battery? </u><u> hello </u><u> I
"Discussing|Explaining|Telling jokes,Sport, Video Games, Opposite sex.",a meal deal from Coop </u><u> oh fuck off why does Mario cause me so many problems? </u><u> he''s fucking don-end </u><u> he is a don-end </u><u> </u><u>,right,if I can get this one to go in really </u><u> </unclea> </u><u> why ain''t you done
"Discussing|Explaining|Inquiring|Anecdote telling,school, tennis, football, tennis coaching, referendum, apprenticeships and future plans, investing in a business",quote marks </u><u> but she only bought a one way ticket </u><u> </u><u> what? </u><u> </u><u> what one way ticket? </u><u> what are you on about? </u><u>,right,she went to this horse show thing where loads of horses ran and than this </u><u> a horse race you mean? </u><u> yeah </u>
"Discussing|Explaining|Inquiring|Anecdote telling,school, tennis, football, tennis coaching, referendum, apprenticeships and future plans, investing in a business",push him? </u><u> no you can''t </u><u> </u><u> please </u><u> no </u><u> what happened? </u><u> yes </u><u> n </u><u> sorry </u><u> </u><u> what what happened? </u><u> only if I''m there </u><u>,right,I was running away </u><u> only only if </u><u> and the ball came here the ball was far away right and he just </u><u> clipped his ankles </u>
"Discussing|Explaining|Inquiring|Anecdote telling,school, tennis, football, tennis coaching, referendum, apprenticeships and future plans, investing in a business",''s poor form isn''t it? we''re chatting I don''t wanna watch this </u><u> oh that''s just West Ham scoring </u><u>,right,I''m not sure you should have more wine if you''ve got a match against tomorrow </u><u> I think it might make a
"Discussing|Explaining|Inquiring|Anecdote telling,school, tennis, football, tennis coaching, referendum, apprenticeships and future plans, investing in a business",be going you''re meant to be going now </u><u> we''re a bit late </u><u> your dad is so behind </u><u> </u><u> </unclea> </u><u>,right,so </u><u> do you wanna go to some or not? </u><u> mm I can''t see myself the only reason why I would go to uni is for tennis I would not go for an
"Discussing|Explaining|Complaining|Anecdote telling|Making arrangements,Christmas, family life, holiday plans, Career plans",for kids whereas I think the Jungle Formula people probably haven''t so yeah </u><u> oh okay </u><u> that''s what he reckoned </u><u>,right,sounds quite knowledgeable </u><u> yeah as I say I think he was an aspiring or previous backpacker cos
"Discussing|Explaining|Complaining|Anecdote telling|Making arrangements,Christmas, family life, holiday plans, Career plans",sensible </u><u> I am being sensible </u><u> no no in terms of you haven''t been to the country for how many years? </u><u> yeah </u><u> how many years? </u><u> six </u><u>,right,and </u><u> and </u><u> you''re going straight on the bus to on your own? </u><u> no not until the Friday and
"Discussing|Explaining|Anecdote telling,Housework, Advertising, Television, Smoking, Car boot sales, NLP, Mobile Phones, Online Shopping, Crime, Dieting, Food, Dyslexia, Journalism, ANON’s job, Plans for the week",have said it''s like heavy going like really </u><u> yeah I think it depends doesn''t it </u><u> I guess it''s how much you put into it </u><u> yeah </u><u>,right,shall we go to bed </u><u> yeah </u><u> yes </u><u> come on </unclea> </u><u> oh wow </u><u> fabulous </unclea> </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling,Career change. differences of career change for men and women.",was some sort of erm </u><u> well he was a mechanical </u><u> was he mechanical? </u><u> no no was a hard-core engineer </u><u> was he? </u><u> yeah </u><u>,right,okay I didn''t know that okay so hard-core engineer </u><u> mm </u><u> turned himself into a plumber yeah? </u><u> yeah </u><u> okay career shift
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling,Career change. differences of career change for men and women.",time in his life okay why does a man choose to do that ? answer me that </u><u> erm </u><u> and I''m talking about a man not a woman </u><u>,right,er well I I think part of the reason is that erm fortunately from my side of of the coin some of the imperatives aren''t there
"Discussing|Explaining,Watching the children make a cake on their own",cake </u><u> okay </u><u> so can you remember the first thing that you should do? </u><u> preheat the oven to </u><u> a hundred and eighty degrees Celsius </u><u>,right,so can you do that ? have we got all the ingredients? </u><u> erm yes </u><u> all the ingredients </u><u> we do </u><u> I don''t think
"Discussing|Explaining,Watching the children make a cake on their own",? </u><u> we need </u><u> no no no don''t egg add the eggs first cos that''s all wet you want all the </u><u> </u><u> dry ingredients </u><u> caster sugar </u><u>,right,caster sugar </u><u> caster sugar </u><u> er </u><u> it needs to go into here first </u><u> also it needs to be twenty </u><u> read it properly </u><u> two hundred and
"Discussing|Explaining,Watching the children make a cake on their own",the tray? yes greased and lined with baking parchment so you''ll be doing that in a minute as well </u><u> hey </u><u> okay? </u><u> ah there </u><u>,right,give that a good old sift no no no not against the bowl against your hand that''s it there you go
"Discussing|Explaining,Watching the children make a cake on their own",eggs together so you need the baking powder and the eggs before you do </u><u> okay erm </u><u> the mixing </u><u> we need to find the baking powder </u><u>,right,but what </u><u> there''s baking powder </u><u> how much do you need though? </u><u> let me see </u><u> two level teaspoons so do
"Discussing|Explaining,Watching the children make a cake on their own",my hands as well? </u><u> no cos that''s my well I suppose so </u><u> </unclea> </u><u> yay I was getting all wet </u><u>,right,well we''ll pause while we''re doing the whizzing </u><u> </unclea> </u><u> cos we won''t be able to
"Discussing|Explaining,Watching the children make a cake on their own",pause while we''re doing the whizzing </u><u> </unclea> </u><u> cos we won''t be able to hear anything </u><u>,right,so we''ve done that why are you making an indentation on the table? just to be annoying? </u><u> </u>
"Discussing|Explaining,Watching the children make a cake on their own",is </unclea> </u><u> just make sure that you have stirred it in all the way though and </u><u> I have </u><u>,right,so give that a nice stir for me please </u><u> okay </u><u> how many level teaspoons was it? one? </u><u> gently how many
"Discussing|Explaining,Watching the children make a cake on their own",you thinking of the black forest gateau type sponge? </u><u> is that er that </u><u> cos it''s not gonna be that dark </u><u> that''s a bit blacker </u><u>,right,well you haven''t actually finished mixing it have you? </u><u> but I know why </u><u> why? </u><u> cos we''ve put not dark chocolate in </u><u> no I put
"Discussing|Explaining,Watching the children make a cake on their own",be black </u><u> the circle would be black put your spoon very s just leave it in there </u><u> there </u><u> hang on </u><u> ba-da </u><u> </u><u>,right,hang on </u><u> mum I need to go to the bathroom </u><u> any extra bits </u><u> </u><u> I say boom chicka boom </u><u> but you can''t </u><u> boom chicka boom I say
"Discussing|Explaining,Watching the children make a cake on their own",okay mum? </u><u> okay yeah </u><u> because </u><u> it''s a bit er </u><u> is it too dark? </u><u> yeah dark </u><u> yeah it tastes amazing </u><u> but then </u><u> it''s just the aftertaste </u><u>,right,let me put a little bit in now you need to give that a good stir </u><u> I </u><u> and then we can check what it tastes nice
"Discussing|Explaining,Watching the children make a cake on their own",stir </u><u> I </u><u> and then we can check what it tastes nice but do we need to dip erm </u><u> oh </u><u>,right,have you tasted it? </u><u> nope </u><u> right give it a little taste </u><u> I''m a bit lumpy here </u><u> don''t worry about the tiny lump come
"Discussing|Explaining,Watching the children make a cake on their own",it tastes nice but do we need to dip erm </u><u> oh </u><u> right have you tasted it? </u><u> nope </u><u>,right,give it a little taste </u><u> I''m a bit lumpy here </u><u> don''t worry about the tiny lump come on better? </u><u> I''ll
"Discussing|Explaining,Watching the children make a cake on their own",in the night </u><u> your favourite programme </u><u> it''s only in the night </u><u> sadly only at night time? </u><u> yeah </u><u> well in the evening yes </u><u> mm wow </u><u>,right,let''s just see if we can cool this off then </u><u> so while we''re waiting for the erm icing to cool down let''s talk about The Great
"Discussing|Explaining,Watching the children make a cake on their own",spread it out until it''s all totally on do you want me to get it all on for you? </u><u> yes please </u><u> yeah? okay </u><u> okay okay </u><u>,right,sad about that Ferris wheel breaking wasn''t it? </u><u> yeah </u><u> it looked amazing though </u><u> uhu </u><u> who would have thought you can make a
"Discussing|Explaining,Watching the children make a cake on their own",<u> you''re not having </u><u> I bagsy it </u><u> all of that you''re just gonna start with one little slice </u><u> I''m I bagsy half of that </u><u>,right,well don''t slam the door </u><u> sorry </u><u> go hang on you get a plate for your brother as well and don''t slam that cupboard door again
"Discussing|Explaining,Watching the children make a cake on their own",gonna have </u><u> why do you want that bit? </u><u> ''s got the most sprink it''s got the most sprinklies and so so I want this bit </u><u>,right,well I''m gonna give you this bit and I''m gonna add some sprinkles on top </u><u> I want to have this one </u><u> you''re not gonna have it from
