A,B,C,D
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",happens in America </u><u> uhu </u><u> one of their drones picks him up cos he''s using a bloody sim card </u><u> right </u><u> in the Pakistani mountains </u><u>,right,</u><u> erm </u><u> that''s that''s fine yeah </u><u> he gets it beamed back to him as an email </u><u> okay </u><u> and they turn round and say well we''ve just done
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",gets it beamed back to him as an email </u><u> okay </u><u> and they turn round and say well we''ve just done facial recognition on this guy </u><u>,right,</u><u> er the CIA''s computers have come up and said he''s so and so </u><u> yeah </u><u> last seen at the Nairobi bombings </u><u> right okay </u><u> and then aha </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",on this guy </u><u> right </u><u> er the CIA''s computers have come up and said he''s so and so </u><u> yeah </u><u> last seen at the Nairobi bombings </u><u>,right,okay </u><u> and then aha </u><u> yeah alright </u><u> nice we''ll put him on the on the </u><u> ye </u><u> on the white board </u><u> yes yeah yeah </u><u> er the other guy we can''t
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",put him on the on the </u><u> ye </u><u> on the white board </u><u> yes yeah yeah </u><u> er the other guy we can''t identify the picture wasn''t clear enough </u><u>,right,okay </u><u> erm so they''ve now got a handle on it but they don''t know at the moment who the main guy is in Britain </u><u> okay </u><u> he
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",on it but they don''t know at the moment who the main guy is in Britain </u><u> okay </u><u> he comes to light through a prostitutes'' ring </u><u>,right,</u><u> which was running through the job centre </u><u> right okay yeah no on this this is all great and this is all makes sense because
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",main guy is in Britain </u><u> okay </u><u> he comes to light through a prostitutes'' ring </u><u> right </u><u> which was running through the job centre </u><u>,right,okay yeah no on this this is all great and this is all makes sense because what you''re what you''re telling me in a way is
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",lot of this plotline through totally different directions </u><u> yes yeah so you might have </u><u> a civilian and a pol and a policeman </u><u>,right,</u><u> erm and erm you''ve also got this thing about field craft spy craft </u><u> yeah </u><u> erm underground agents or
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",got this </u><u> plot </u><u> you''ve got this </u><u> plot it? </u><u> you''ve got this real evil bastard and an American air force general saying you know </u><u>,right,</u><u> erm I''m just taking over this squadron cos they''re all tired and they''re getting shot out of the sky every day and </u><u> yeah </u><u> er
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",break they''ve got a bloody job to do </u><u> yeah </u><u> get up there and do it and I''m gonna train them to be able to do the best job possible </u><u>,right,okay </u><u> er </u><u> yeah </u><u> and you''ve got these two fields of thoughts that are </u><u> right </u><u> either poor little boys you know </u><u> yeah yeah </u><u> they''re
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",train them to be able to do the best job possible </u><u> right okay </u><u> er </u><u> yeah </u><u> and you''ve got these two fields of thoughts that are </u><u>,right,</u><u> either poor little boys you know </u><u> yeah yeah </u><u> they''re </unclea> </u><u> no no they''re bloody soldiers you know </u><u> they''re
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",up this </u><u> how rubbish </u><u> totally spurious bloody committee of so called experts which justifies having old men in uniform </u><u>,right,</u><u> erm to try and fathom out what the Germans have done with their looted artwork and the history is wrong </u><u> yeah yeah as it
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Inviting|Anecdote telling|Telling jokes,asking about some experiences in Northern Cyprus",the places </u><u> yeah </u><u> Mauthausen er </u><u> yeah </u><u> where they built the V2 rockets </u><u> yeah </u><u> erm was where they stored the German Bundesbank </u><u>,right,</u><u> that''s where </unclea> was lifted by the Americans with ten tonnes of rocketry documentation before the re
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",<u> Good grief </u><u> third on the grid for this Grand Prix </u><u> he''s gotta be in his forties hasn''t he? </u><u> in er I think his late thirties </u><u>,right,</u><u> Cos he would''ve started F1 when he was twenty-four or something like that </u><u> mm </u><u> and then he went right through till he was
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",came to this country as an au pair </u><u> really? </u><u> mm mm </u><u> she wasn''t his au pair? Was she? </u><u> no a friend of his </u><u> </u><u>,right,</u><u> </u><u> right okay </u><u> God I know </u><u> that''s one thing </u><u> the more you think about it the the worse it gets
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",as an au pair </u><u> really? </u><u> mm mm </u><u> she wasn''t his au pair? Was she? </u><u> no a friend of his </u><u> </u><u> right </u><u> </u><u>,right,okay </u><u> God I know </u><u> that''s one thing </u><u> the more you think about it the the worse it gets really </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",he said </u><u> oh whenever okay </u><u> so have you had </u><u> I </u><u> any replies? No? </u><u> I''ve had one from </u><u>,right,</u><u> um cos I I sent her one er separately privately um </u><u> mm </u><u> um and she''s fine </u><u> I get confused with you cos
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",a a cannon ball and a sheet of glass and ground </u><u> ground it yeah </u><u> ground it with a cannon ball and made a curved lens </u><u>,right,</u><u> well that was to make um </u><u> his telescope </u><u> telescope </u><u> yeah </u><u> to see things at you know out at sea </u><u> mm </u><u> but I don''t know when the first
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",that makes me want to kill people and that''s being called bruv </u><u> </u><u> well I''ve never heard that so I yeah </u><u>,right,</u><u> I get that all the time </u><u> do you? </u><u> did you? </u><u> people go bruv </u><u> uh-huh </u><u> I don''t like it but </u><u> I''m not even your brother </u><u> no exactly </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",n''t understand cos each person gets up and they play together and they''re all in tune but they''ve never played together </u><u>,right,</u><u> they''ve never learnt any songs together but they all know what to do </u><u> yeah </u><u> mm </u><u> and I''d be standing there like </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",<u> have you got enough keys there? </u><u> </u><u> they''re keys to everyone''s house everyone''s house Thank you </u><u> </u><u>,right,</u><u> gosh you''re like a jailer </u><u> yeah someone else said that the other day was it you? </u><u> oh I just didn''t </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,(Unknown)",know a lot of her f films so </u><u> is there a list of titles </unclea> ? </u><u> yeah </u><u> it won''t be anything recent I don''t think </u><u>,right,</u><u> Cos it doesn''t ring a bell with me </u><u> well she''s been making films for a long time </u><u> I think it didn''t er I think it possibly did
"Discussing|Explaining,babies",''s moved </u><u> what''s moved? </u><u> the the long sleeved tops </u><u> oh </u><u> everything''s been reorganised so </u><u> you''re getting too heavy missy </u><u>,right,head put your arms in put your arms in there good girl there you go you gotta keep warm after that her tummy got really cold </u>
"Discussing|Explaining,babies",matches your dress </unclea> </u><u> unless we can get her to sign the er consent form </u><u> </u><u> put a little X on it </u><u>,right,shall we wander down to the shop? </u><u> yeah </u><u> hat </u><u> do you wanna go down the shop ? or is that a no? shall we stay here and
"Discussing|Explaining,babies",is </u><u> well I left it with with the helpers with the people working there the one that''s working behind the cigarette counter </u><u>,right,yeah yeah </u><u> I''ve said can you look after the pram? she was like oh </u><u> </u><u> and then s and then she said yeah </u><u> </u><u> s
"Discussing|Explaining|Complaining|Anecdote telling|Making arrangements|Telling jokes,Experiences, Celebrities, Work, Other family members, Living arrangements, Internet, Other people, university.",the ci you got the circle things and then out it''s like and obviously big circle circular fence around it afterwards </u><u>,right,yeah </u><u> he used to live literally in the block of flats next to it in his old house when he left uni </u><u> fuck when the Russians are
"Discussing|Explaining|Inquiring,TV and history",that er there was more than they stayed in more than one place </u><u> yes </u><u> and I thought they just erm stayed at one place in Siberia </u><u>,right,so first of all there seemed to be er not a strict rule wasn''t it? it was more like a house arrest </u><u> yes </u><u> but the second place
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",isn''t all for me this is just </u><u> oh right oh </u><u> I was just </u><u> I was going to say hang on </u><u> </u><u>,right,I''m getting an awful lot of blood </u><u> so am I </u><u> mm </u><u> my house it''s eh it''s not blood? </u><u> veg juice </u><u> it
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",<u> Nice </u><u> so erm </u><u> mm oh that''s a surprise </u><u> my parents don''t show a massive variety in the wine they choose </u><u>,right,</u><u> they''ve kind of settled on on the red and the white that they really like </u><u> oh </u><u> they always get those </u><u> no offense
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",</unclea> </u><u> I can''t remember I''ve lost track of what what age my my eldest cousin is but right eh well into his forties </u><u>,right,it''s not really the same thing </u><u> no </u><u> well given that your parents are pretty old that makes sense </u><u> did they have
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",eh that was very very arrogant </u><u> so was it two graduates? </u><u> mm </u><u> yeah </u><u> yeah two two vets </u><u> her with a first in theology </u><u>,right,</u><u> in the was it vets? </u><u> first in theology who else got a first in theology? </u><u> mm? Gosh </u><u> exactly </u><u> sorry? </u><u> erm so the </u>
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",is regular? </u><u> erm </u><u> I went last week </u><u> mm </u><u> that''s cos I was at home and I still haven''t still haven''t gone anywhere in </u><u>,right,erm but yes but I''m sorry if you </unclea> Catholic church I''m thinking if I had your
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",because it''s like </u><u> his his </u><u> I really felt like asking him so </u><u> his attitude of tolerance is tolerance of intolerance </u><u> yeah </u><u>,right,</u><u> so I really felt like asking him so so there are a lot of people who think that eh so yeah someone who''s black </u><u> mm </u><u> shouldn''t be
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",about yeah woody </u><u> just trying to remember a bit more of that sketch </u><u> I remember watching this I think it was on at Christmas </u><u>,right,I''m just gonna put this is </unclea> </u><u> Caribou that was it Caribou </u><u> caribou
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",in there I think </u><u> not very progressive </u><u> yeah </u><u> erm in contrast UK had been in the top for teenage pregnancy </u><u>,Right,</u><u> not so terrible </u><u> Yeah exactly yeah </u><u> relatively speaking not so terrible to be fair if you took some
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",idea </u><u> mm hm </u><u> so long the old railway line in Derbyshire something like eight miles out and presumably eight miles back </u><u>,right,</u><u> and </u><u> it''s got tunnels in it that you walk through sounds quite fun </u><u> so it''s really fast walk and it''s almost
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",Though I did did read they''ve got really tiny parts but it''s okay cos they''ve got massive fingers </u><u>,right,oh </u><u> </u><u> oh my God </u><u> now I''ll have that sherry </u><u> </u><u> gotta get that image out of your head </u><u> Sarah
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",sorry yeah indeed </u><u> </u><u> we''re not suggesting this </u><u> so it''s not in fact six grand a week </u><u>,right,okay yeah </u><u> that would be pushing it </u><u> that would be pushing it you can probably pay that but probably
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Making arrangements|Telling jokes,Holidays, TV, food",those are the random little days that in-between the start of the Christmas holiday and at the end of New Year holiday </u><u>,right,</u><u> that don''t aren''t already covered I''ve got to fill in those gaps erm then there''s these two other
"Discussing|Explaining|Advising,Art",as it comes out then we can extrapolate from there </u><u> they''re all the same for the A3 that one is this one is eighty </u><u>,right,</u><u> is that alright? </u><u> yeah </u><u> </unclea> </u><u> yeah </u><u> eighty for the big one </u><u> yeah </u><u> and then </u><u> that''s clean </u><u> erm </u><u> A and </u><u> there''s not
"Discussing|Explaining|Advising,Art",<u> yeah </u><u> but </u><u> but the frames were slightly different </u><u> it was fifty-five pounds before we had the </u><u> okay </u><u> before we had the gallery </u><u>,right,</u><u> and they''re thirty-three percent that''s nice and shiny yeah? Are you happy with that one ? We''re
"Discussing|Explaining|Advising,Art",space between </u><u> space between okay can you write that down on a piece of paper? </u><u> mm yeah </u><u> the space between? </u><u> yeah </u><u>,right,um </u><u> yeah cos it''s the little holes that make it isn''t it? </u><u> yeah yeah </u><u> mm oh yeah </u><u> otherwise it wouldn''t
"Discussing|Explaining|Advising,Art",? </u><u> yeah they might not even want them if they''re like similar to other peoples I don''t think these </u><u>,right,well how much was the frame? Seventeen pounds </u><u> I think they were about fourteen the frames of those </u><u> fourteen? </u><u> yeah </u><u> they
"Discussing|Explaining|Advising,Art",temple is too dark </u><u> mm </u><u> oh I can''t believe I''ve gotta clean this again this is crazy isn''t it? </u><u> yep </u><u>,right,there you are you fluff bit huh oh no oh </u><u> erm I don''t know what can we call it?
"Discussing|Explaining|Advising,Art",it''s beautiful </u><u> it is beautiful yeah </u><u> even if I do say so myself beautiful hmm there </u><u> erm </u><u>,right,put them all down </u><u> mm </u><u> one of ten there there''s the culprit sticking in the frame look
"Discussing|Explaining|Inquiring|Complaining|Advising|Announcing|Anecdote telling|Making arrangements|Telling jokes,Food, weekend, work, English counties and places, Halloween parties, future 5-year plans.",? </u><u> thanks I think that''s been brewing all day I''ve been wanting to sneeze all day </u><u> oh I think your tea''s now a bit too strong </u><u>,right,oh fuck </u><u> I can''t win with you it''s either too weak or too strong </u><u> no you can''t </u><u> I''ll put a
"Discussing|Explaining|Inquiring|Complaining|Inviting|Anecdote telling|Making arrangements,Food, habits, friends, relationships.",I''m pretty sure that girl had been banging around since she was erm sixteen </u><u> yeah </u><u> </u><u> she''s probably alright </u><u> yeah </u><u>,right,</u><u> okay what happened? </u><u> so looks pretty bad </u><u> enlighten me </u><u> oh so Bruce Jenner''s SUV hit a car and pushed it into the path of an
"Discussing|Explaining|Inquiring|Complaining|Inviting|Anecdote telling|Making arrangements,Food, habits, friends, relationships.",<u> maybe to have in flats yeah I''m going to look through every single pair of shoes and find the specific one that I want to buy </u><u>,right,colour </u><u> what colour are they? </u><u> erm they''re sort of tan but there''s not a tan option so I''m going for brown </u><u> yeah maybe are they
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",everything and m make sure everything''s there on this the list of stuff the whole lot </u><u> oh </u><u> oh right </u><u> just see if it''s working </u><u>,right,</u><u> so anyway so I''ve got </u><u> well you''re a busy </unclea> </u><u> yeah but I could have done without that I''ve got lots to pack
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",there''s the railway signs to do and they''ve got to all be put up as </unclea> doing the show you see </u><u>,right,</u><u> and </u><u> so I''ve got </u><u> and you''re planning the church </u><u> well no there''s a problem with that erm that''s that''s come up because
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",? to tonight cos they did say yes it was gonna be fine now there''s this problem </u><u> well then she must </u><u>,right,</u><u> </unclea> actually you know </u><u> yeah no I think it''s not on erm but </u><u> when did you last check? </u><u> I mean what
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",that hopefully that''s it </u><u> oh </u><u> and I''ve and that that what I could do is I could just play play along to my erm worship stuff CD </u><u>,right,</u><u> I could do if she wants something in there </u><u> yeah </u><u> so that''s another I''m gonna do when I''m there for six hours on next
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",on the vehicle park er </u><u> yeah </u><u> put one vehicle at one end a hundred metres and sat in the vehicle and </u><u> yeah </u><u> it''s now where is it? </u><u>,right,</u><u> we''ve put two little paint marks on the screen so there you go </u><u> that''s great for letting you know isn''t it? </u><u> you''re a hundred
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",it yeah </u><u> mm </u><u> yeah and and well we knew her when she was supposed to be bad and we were at village hall to a dance </u><u> yeah </u><u>,right,? and the family were there </u><u> and she was </u><u> and </u><u> right as rain </u><u> and her mum said can you take her home now? and she was having a
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",supposed to be bad and we were at village hall to a dance </u><u> yeah </u><u> right? and the family were there </u><u> and she was </u><u> and </u><u>,right,as rain </u><u> and her mum said can you take her home now? and she was having a wonderful time dancing </u><u> she was dancing </u><u> right? </u><u> and
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",was </u><u> and </u><u> right as rain </u><u> and her mum said can you take her home now? and she was having a wonderful time dancing </u><u> she was dancing </u><u>,right,? </u><u> and having a fantastic </u><u> and her mum she she''ll be getting tired can you take her home? I said well yeah well sure yeah and
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> he went kind of over </u><u> mm </u><u> over a </u><u> </u><u> mm </u><u> like cliff bit </u><u> yeah </u><u> but and then crashed into a tree so he was injured badly </u><u> yeah </u><u>,right,she happened to see the car realised who it was </u><u> mm </u><u> and took him back to her house </u><u> to her house </u><u> and she started
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",about two foot high I think or something like that and they''re two foot high something like that </u><u> yeah </u><u>,right,</u><u> but that''s a board on a board yeah but there''s a round tower coming out from half a round tower coming out with a </u><u> oh okay </u><u> ha a
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> ha a half of it and that''s about the shape of the church looking from the end </u><u> uhu </u><u> and I''ll only have one just one window in it </u><u>,right,</u><u> and I''ve got a giant bell that will so so that that''s looking at it oh and er and a thermometer with the figures hundred one
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",it oh and er and a thermometer with the figures hundred one thous </u><u> yeah </u><u> a hundred and twenty thousand and then I''ll mark it </u><u>,right,</u><u> all the way up so that we can put the red where we''ve got </u><u> uhu </u><u> erm and then I was gonna make it all about 3D but I thought you know
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",you know I''d t t this is silly I may as well just b board that sits on a table </u><u> yeah </u><u> erm and so looking down on it on on the top of it </u><u>,right,</u><u> there''s the tower sticking out it''ll be it''ll be on a be on another board </u><u> uhu </u><u> yeah so that I so that the flat
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",be on another board </u><u> uhu </u><u> yeah so that I so that the flat piece the timber at the front with blocks of wood there going up yeah? </u><u>,right,</u><u> and and then m make the tower out of the semi-circle of foam PVC just curl it round and screw it in sideways </u><u> crikey </u><u> so it''ll
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> yeah </u><u> and then I''d tie the board it''s gotta be sit on my old army table thing you know that collapse y the one I use for the rats </u><u>,right,yeah </u><u> and and I''ll tie it to the underneath of the table so if anyone picks it up and tr the whole they''d take the table
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",<u> and and I''ll tie it to the underneath of the table so if anyone picks it up and tr the whole they''d take the table </u><u>,right,be a bit embarrassing wouldn''t it? </u><u> so it it will be and actually throughout the day if we get a quiet bit we can
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",back on </u><u> stuck it back on and tried it with with the paper towels </u><u> mm </u><u> and then tape tape tape and I didn''t move it for two weeks </u><u>,right,</u><u> kept it and I kept it on </u><u> well I bet you were a state when you </u><u> yeah </u><u> no it had all grown back </u><u> yeah but I mean what </u><u> it grew back </u><u> the
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",like </u><u> so do you think do you think that''ll work? you know please help </u><u> yeah </u><u> save our tower? top third needs urgent repairs </u><u>,right,mm </u><u> yeah and then that that says everything doesn''t it with the figure? </u><u> yeah </u><u> you could you could put </u><u> I did think I could get
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",the tin </u><u> yeah </u><u> in the erm up there so the the the hole''ll be about there </u><u> yeah </u><u> and so the base of the bell wi it''ll be just sort of </u><u>,right,</u><u> it''s a lovely one </u><u> so where are going to get </u><u> it looks a bit like that </u><u> a tin? </u><u> oh I''ve got an old it''s an old one </u><u> have you? </u><u> you know
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",a bit like that </u><u> a tin? </u><u> oh I''ve got an old it''s an old one </u><u> have you? </u><u> you know Quality Street or a Celebrations </u><u> oh right yeah </u><u> tin </u><u>,right,</u><u> yeah oh well </u><u> it''s </u><u> you''ll probably you''d probably </u><u> better </unclea> on there then hadn''t you? </u><u> well I''ve kept
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",I was going to </u><u> gosh </u><u> well maybe I still can I cos I could I don''t need to saw it off a lot do I? maybe I can erm but erm </u><u>,right,</u><u> </unclea> </u><u> see if you''ve got the stuff we can saw the stuff up now but our er and tomorrow we we can do a bit
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",so I''ve got the proportions right those proportions are right cos they''re measured onto the photograph </u><u>,right,</u><u> someone took </u><u> really? </u><u> erm and </u><u> so what''s going to work your your thermometer? </u><u> I just keep sticking extra bits
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",but it''s really embarrassing with this bell ringing I''ve gone to a lot of effort and I did tell them earlier on in the year </u><u>,right,</u><u> and now it''s gone pear-shaped might still happen if erm if we could just we only need six and we onl we only really need to
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",put do one like that doesn''t matter jus just break off a corner off on the outside so then it will just sit in won''t it? </u><u> yeah </u><u>,right,</u><u> yeah it''ll just push in there </u><u> oh right </u><u> yeah </u><u> </u><u> if it just sit </u><u> well </u><u> sits in and we could pu have a few bits
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",a little while to </unclea> </u><u> yeah </u><u> magnet </u><u> maybe we should talcum powder them </u><u> no mm </u><u> mm </u><u>,right,</u><u> so I''ve got a rusty old I need a rusty old shelf bracket I''ve got one somewhere </u><u> shelf bla bracket? </u><u> an old rusty old one er to
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",having to do it twice I''ve just lost my work </u><u> yeah </u><u> my designing </u><u> yeah </u><u> I haven''t </u><u> oh I see </u><u> I haven''t I''m not down </u><u> yeah </u><u> on anything </u><u>,right,</u><u> so </u><u> mm </u><u> that''s </u><u> mm </u><u> she was quite excited about this one we might still play </u><u> well </u><u> oh well I
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",you making another banner because you made one a mistake up the top it was one one of the little dashes going </u><u>,right,</u><u> round on the teapot instead of erm when I''ve got the dashes in I''ve just put the dashes from a er er of the same font </u><u> yeah </u><u> sat
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",a light grey bit but s she she''s a lovely lady retired I told you about her a retired </unclea> </u><u>,right,</u><u> erm they didn''t get all their money back erm but they they paid two hundred and som two hundred and something pound for
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",there was a terrific benefit we learnt an awful lot from all the other stall holders </u><u> yeah </u><u> and that''s worth doing so next </u><u>,right,</u><u> so they''re coming back next year we''ll get it right </u><u> yeah </u><u> but she said I I''m not comfortable with you spending out again and
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",if you''d like to give us a little discount then that''s fine but we we will be happy with what we''ve got so I we can just ha that </u><u>,right,</u><u> so that''ll save me well I''ve got I would have to pay out for another one </u><u> right </u><u> mm </u><u> cos I got I''ve got it I made a mistake I got it
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",with what we''ve got so I we can just ha that </u><u> right </u><u> so that''ll save me well I''ve got I would have to pay out for another one </u><u>,right,</u><u> mm </u><u> cos I got I''ve got it I made a mistake I got it wrong </u><u> mm </u><u> you know </u><u> mm yeah </u><u> but there''s this </u><u> that look like
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",square thing sat on a pallet </u><u> yeah? </u><u> with with metalwork round it </u><u> oh yeah I know </u><u> I don''t know what the farmers use them for </u><u>,right,</u><u> he worked out put one on top of the other he got a pump connected to it and the bottom one collected waste the top
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",black stuff </u><u> yeah </u><u> chopped it in half put an ends on </u><u> that''s it yeah </u><u> oh </u><u> er so there were little where the water water ran into </u><u>,right,</u><u> so you you pushed a button water ran out and you rinsed that that there was er gel and and soap all round and then the waste </u><u> oh </u>
"Discussing|Explaining|Inquiring,Coffee, driving, Gambia, Munchausen Syndrome, making a donation box, plants, banners, bell ringing",he just took it and emptied it </u><u> yeah? </u><u> and that''s now sat in the barn waiting for next year all made from rubbish </u><u> yeah </u><u> and of </u><u>,right,</u><u> all bits he wasn''t gonna use he got like bought the banners so </u><u> oh </u><u> how much well the show catalogue signs </u><u>
"Discussing|Inquiring|Complaining|Advising|Requesting|Announcing|Making arrangements,Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.",<u> keep the air keep the damp old air maybe </u><u> doesn''t have to be open much does it don''t think anyone can get in through there </u><u> no </u><u>,right,cool </u><u> he was </unclea> </u><u> he did have a little bag </u><u> yeah have to all look dapper these estate agents do
